speaker,seconds,rec_date,prompt,label,TT_displacement,TT_velocity,TT_abs_velocity,TD_displacement,TD_velocity,TD_abs_velocity,index,file,ipu,word,time,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,c1_rel,c2_rel,voicing_start,voicing_end,voicing_duration,voiced_points,GONS,max,NOFF,NONS,peak1,peak2,c1_duration,c1_clos_duration,c1_vot,c1_rvoff,v1_duration,c2_duration,c2_clos_duration,v2_duration,v_v,word_duration,sentence_duration,language,sex,glottocode,item,ipa,c1,c1_phonation,vowel,anteropost,height,c2,c2_phonation,c2_place,speech_rate,speech_rate_c
it01,1.2635,29/11/2016 15:10:57,Dico poco lentamente,closure_,64.3166,56.9938,56.5874,79.8126,83.1525,84.5069,3,it01-003,ipu_3,poco,6.1300230000000004,0.6965536122448981,2.356462612244898,1.0165536122448977,1.4165536122448978,1.1365536122448976,1.2634858676485503,1.366553612244898,1.1169589411355885,1.3171375980775402,1.1356077242880798,1.2727370271701222,137.1293028820424,0,1.156,1.3145,1.322,1.302,1.2335,1.3775,119.99999999999989,100.40532889069075,18.648783152491298,146.52692651296184,126.93225540365272,103.06774459634771,53.65173042898985,49.99999999999982,230.00000000000043,400.0000000000001,1.6599089999999999,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar,4.819541312204465,-0.6835169801890517
it01,1.156,29/11/2016 15:10:57,Dico poco lentamente,GONS_TD,63.3026,29.129,30.4737,70.5236,25.1961,23.5786,3,it01-003,ipu_3,poco,6.1300230000000004,0.6965536122448981,2.356462612244898,1.0165536122448977,1.4165536122448978,1.1365536122448976,1.2634858676485503,1.366553612244898,1.1169589411355885,1.3171375980775402,1.1356077242880798,1.2727370271701222,137.1293028820424,0,1.156,1.3145,1.322,1.302,1.2335,1.3775,119.99999999999989,100.40532889069075,18.648783152491298,146.52692651296184,126.93225540365272,103.06774459634771,53.65173042898985,49.99999999999982,230.00000000000043,400.0000000000001,1.6599089999999999,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar,4.819541312204465,-0.6835169801890517
it01,1.3145,29/11/2016 15:10:57,Dico poco lentamente,max_TD,67.0654,36.6421,37.4699,81.7509,-4.9477,3.2864,3,it01-003,ipu_3,poco,6.1300230000000004,0.6965536122448981,2.356462612244898,1.0165536122448977,1.4165536122448978,1.1365536122448976,1.2634858676485503,1.366553612244898,1.1169589411355885,1.3171375980775402,1.1356077242880798,1.2727370271701222,137.1293028820424,0,1.156,1.3145,1.322,1.302,1.2335,1.3775,119.99999999999989,100.40532889069075,18.648783152491298,146.52692651296184,126.93225540365272,103.06774459634771,53.65173042898985,49.99999999999982,230.00000000000043,400.0000000000001,1.6599089999999999,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar,4.819541312204465,-0.6835169801890517
it01,1.322,29/11/2016 15:10:57,Dico poco lentamente,NOFF_TD,67.248,31.0669,31.9252,81.6282,-14.904,13.4621,3,it01-003,ipu_3,poco,6.1300230000000004,0.6965536122448981,2.356462612244898,1.0165536122448977,1.4165536122448978,1.1365536122448976,1.2634858676485503,1.366553612244898,1.1169589411355885,1.3171375980775402,1.1356077242880798,1.2727370271701222,137.1293028820424,0,1.156,1.3145,1.322,1.302,1.2335,1.3775,119.99999999999989,100.40532889069075,18.648783152491298,146.52692651296184,126.93225540365272,103.06774459634771,53.65173042898985,49.99999999999982,230.00000000000043,400.0000000000001,1.6599089999999999,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar,4.819541312204465,-0.6835169801890517
it01,1.302,29/11/2016 15:10:57,Dico poco lentamente,NONS_TD,66.6869,46.7186,47.3557,81.6906,19.7144,21.5683,3,it01-003,ipu_3,poco,6.1300230000000004,0.6965536122448981,2.356462612244898,1.0165536122448977,1.4165536122448978,1.1365536122448976,1.2634858676485503,1.366553612244898,1.1169589411355885,1.3171375980775402,1.1356077242880798,1.2727370271701222,137.1293028820424,0,1.156,1.3145,1.322,1.302,1.2335,1.3775,119.99999999999989,100.40532889069075,18.648783152491298,146.52692651296184,126.93225540365272,103.06774459634771,53.65173042898985,49.99999999999982,230.00000000000043,400.0000000000001,1.6599089999999999,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar,4.819541312204465,-0.6835169801890517
it01,1.2335,29/11/2016 15:10:57,Dico poco lentamente,peak1_TD,62.7307,27.3809,25.877,76.6049,103.8685,103.981,3,it01-003,ipu_3,poco,6.1300230000000004,0.6965536122448981,2.356462612244898,1.0165536122448977,1.4165536122448978,1.1365536122448976,1.2634858676485503,1.366553612244898,1.1169589411355885,1.3171375980775402,1.1356077242880798,1.2727370271701222,137.1293028820424,0,1.156,1.3145,1.322,1.302,1.2335,1.3775,119.99999999999989,100.40532889069075,18.648783152491298,146.52692651296184,126.93225540365272,103.06774459634771,53.65173042898985,49.99999999999982,230.00000000000043,400.0000000000001,1.6599089999999999,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar,4.819541312204465,-0.6835169801890517
it01,1.3775,29/11/2016 15:10:57,Dico poco lentamente,peak2_TD,68.8493,58.7254,57.4532,78.9938,-57.3597,57.4265,3,it01-003,ipu_3,poco,6.1300230000000004,0.6965536122448981,2.356462612244898,1.0165536122448977,1.4165536122448978,1.1365536122448976,1.2634858676485503,1.366553612244898,1.1169589411355885,1.3171375980775402,1.1356077242880798,1.2727370271701222,137.1293028820424,0,1.156,1.3145,1.322,1.302,1.2335,1.3775,119.99999999999989,100.40532889069075,18.648783152491298,146.52692651296184,126.93225540365272,103.06774459634771,53.65173042898985,49.99999999999982,230.00000000000043,400.0000000000001,1.6599089999999999,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar,4.819541312204465,-0.6835169801890517
it01,1.1634,29/11/2016 15:11:03,Dico pata lentamente,closure_,76.0509,101.2221,103.3647,69.1711,-51.0271,50.8351,4,it01-004,ipu_4,pata,8.82,0.6233560090702941,2.2132880090702933,0.9433560090702944,1.343356009070293,1.0358571257818152,1.1633560090702932,1.2633560090702949,1.0245750904887352,1.245334410027203,1.0369384308405407,1.1852427955840346,148.30436474349384,2,1.079,1.2045,1.21,1.193,1.1345,1.2465,92.50111671152084,81.21908141844081,12.36334035180553,138.78091858155807,127.49888328847803,100.00000000000165,81.97840095690978,79.99999999999807,227.49888328847968,399.9999999999986,1.5899319999999992,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal,5.031661731445121,-0.47139656094839566
it01,1.079,29/11/2016 15:11:03,Dico pata lentamente,GONS_TT,65.3086,87.0399,86.0443,70.7585,28.2784,28.7018,4,it01-004,ipu_4,pata,8.82,0.6233560090702941,2.2132880090702933,0.9433560090702944,1.343356009070293,1.0358571257818152,1.1633560090702932,1.2633560090702949,1.0245750904887352,1.245334410027203,1.0369384308405407,1.1852427955840346,148.30436474349384,2,1.079,1.2045,1.21,1.193,1.1345,1.2465,92.50111671152084,81.21908141844081,12.36334035180553,138.78091858155807,127.49888328847803,100.00000000000165,81.97840095690978,79.99999999999807,227.49888328847968,399.9999999999986,1.5899319999999992,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal,5.031661731445121,-0.47139656094839566
it01,1.2045,29/11/2016 15:11:03,Dico pata lentamente,max_TT,77.9391,-7.7305,5.1003,67.281,-34.3418,35.223,4,it01-004,ipu_4,pata,8.82,0.6233560090702941,2.2132880090702933,0.9433560090702944,1.343356009070293,1.0358571257818152,1.1633560090702932,1.2633560090702949,1.0245750904887352,1.245334410027203,1.0369384308405407,1.1852427955840346,148.30436474349384,2,1.079,1.2045,1.21,1.193,1.1345,1.2465,92.50111671152084,81.21908141844081,12.36334035180553,138.78091858155807,127.49888328847803,100.00000000000165,81.97840095690978,79.99999999999807,227.49888328847968,399.9999999999986,1.5899319999999992,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal,5.031661731445121,-0.47139656094839566
it01,1.21,29/11/2016 15:11:03,Dico pata lentamente,NOFF_TT,77.8449,-19.1612,16.6855,67.1609,-30.1552,31.1165,4,it01-004,ipu_4,pata,8.82,0.6233560090702941,2.2132880090702933,0.9433560090702944,1.343356009070293,1.0358571257818152,1.1633560090702932,1.2633560090702949,1.0245750904887352,1.245334410027203,1.0369384308405407,1.1852427955840346,148.30436474349384,2,1.079,1.2045,1.21,1.193,1.1345,1.2465,92.50111671152084,81.21908141844081,12.36334035180553,138.78091858155807,127.49888328847803,100.00000000000165,81.97840095690978,79.99999999999807,227.49888328847968,399.9999999999986,1.5899319999999992,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal,5.031661731445121,-0.47139656094839566
it01,1.193,29/11/2016 15:11:03,Dico pata lentamente,NONS_TT,77.9103,26.5465,29.3808,67.7309,-43.8652,44.4756,4,it01-004,ipu_4,pata,8.82,0.6233560090702941,2.2132880090702933,0.9433560090702944,1.343356009070293,1.0358571257818152,1.1633560090702932,1.2633560090702949,1.0245750904887352,1.245334410027203,1.0369384308405407,1.1852427955840346,148.30436474349384,2,1.079,1.2045,1.21,1.193,1.1345,1.2465,92.50111671152084,81.21908141844081,12.36334035180553,138.78091858155807,127.49888328847803,100.00000000000165,81.97840095690978,79.99999999999807,227.49888328847968,399.9999999999986,1.5899319999999992,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal,5.031661731445121,-0.47139656094839566
it01,1.1345,29/11/2016 15:11:03,Dico pata lentamente,peak1_TT,72.1766,136.6081,136.7397,70.6919,-35.1658,34.0462,4,it01-004,ipu_4,pata,8.82,0.6233560090702941,2.2132880090702933,0.9433560090702944,1.343356009070293,1.0358571257818152,1.1633560090702932,1.2633560090702949,1.0245750904887352,1.245334410027203,1.0369384308405407,1.1852427955840346,148.30436474349384,2,1.079,1.2045,1.21,1.193,1.1345,1.2465,92.50111671152084,81.21908141844081,12.36334035180553,138.78091858155807,127.49888328847803,100.00000000000165,81.97840095690978,79.99999999999807,227.49888328847968,399.9999999999986,1.5899319999999992,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal,5.031661731445121,-0.47139656094839566
it01,1.2465,29/11/2016 15:11:03,Dico pata lentamente,peak2_TT,75.536,-67.8673,68.0065,66.6892,15.1806,13.9179,4,it01-004,ipu_4,pata,8.82,0.6233560090702941,2.2132880090702933,0.9433560090702944,1.343356009070293,1.0358571257818152,1.1633560090702932,1.2633560090702949,1.0245750904887352,1.245334410027203,1.0369384308405407,1.1852427955840346,148.30436474349384,2,1.079,1.2045,1.21,1.193,1.1345,1.2465,92.50111671152084,81.21908141844081,12.36334035180553,138.78091858155807,127.49888328847803,100.00000000000165,81.97840095690978,79.99999999999807,227.49888328847968,399.9999999999986,1.5899319999999992,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal,5.031661731445121,-0.47139656094839566
