speaker,file,word,time,f1,f2,f3,f0
pl04,pl04-001,poto,1,541.6722855716908,956.2320675793216,2184.02549623419,192.53313349197393
pl04,pl04-001,poto,2,562.2253020722148,983.9135543307109,2245.8332364339876,188.71823365392106
pl04,pl04-001,poto,3,571.96114677013,1012.3201495223558,2356.1030372030737,186.00508423891281
pl04,pl04-001,poto,4,580.7105379908288,1035.0552059177642,2427.2555471721107,184.1412201669545
pl04,pl04-001,poto,5,583.9618966095446,1048.5454044500152,2424.3244826057203,183.54430882831852
pl04,pl04-001,poto,6,577.5296466511111,1052.1189499260413,2401.618840607026,183.18417269603492
pl04,pl04-001,poto,7,567.7481064562318,1056.899168778259,2389.8677213455426,182.86623084318651
pl04,pl04-001,poto,8,554.1512231108646,1067.0938657122622,2349.747572976637,182.4160665572318
pl04,pl04-001,poto,9,531.582705947781,1076.2488074821213,2460.3584607993294,181.61271965747713
pl04,pl04-002,pugu,1,389.31191789221947,772.0833416353778,2185.6281327136867,196.1262439978885
pl04,pl04-002,pugu,2,394.6124083172075,762.6672016261855,2194.4999386263025,191.86178594026327
pl04,pl04-002,pugu,3,399.04215227141736,760.9970365437011,2216.3901172133255,189.78337924430826
pl04,pl04-002,pugu,4,398.7809479561864,755.1419502206268,2384.552028288983,187.895956746115
pl04,pl04-002,pugu,5,395.50160064904975,741.8642848136255,2516.8894327920025,186.07138221258987
pl04,pl04-002,pugu,6,392.13226066247114,727.2828510263182,2482.040758891711,184.27150838339506
pl04,pl04-002,pugu,7,389.35757601450877,711.731628589047,2510.0624066241467,182.65951760719207
pl04,pl04-002,pugu,8,391.08217593629166,688.3511663613667,2624.3756706820373,180.9818839757169
pl04,pl04-002,pugu,9,389.99422804762924,624.9759991063286,2670.559105189983,179.29563630321988
pl04,pl04-003,poko,1,553.6883154277491,999.9616073651955,2300.6691427123164,196.71575308222802
pl04,pl04-003,poko,2,578.7877211011436,1023.5978154033423,2369.817749629843,192.14350707194745
pl04,pl04-003,poko,3,579.2262816694429,1007.3255590757326,2342.1969532241437,189.45985484537854
