index,speaker,file,rec_date,word,time,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,c1_rel,c2_rel
1,it12,it12-001,07/02/2018 13:21:29,paca,0.994966,0.994966,2.289932,1.283011444027215,1.584966,1.354966,1.4712581780867755,1.524966,1.3332030141769398,1.5072377669565715
2,it12,it12-002,07/02/2018 13:21:33,pogo,2.994966,0.5336508072562354,1.9313264824860297,0.8719039770858967,1.215990169453586,0.9685309215179192,1.0875470360012636,1.1436508072562357,0.9472742969754386,--undefined--
3,it12,it12-003,07/02/2018 13:21:37,pucu,5.209977,0.6936958208616781,2.0836738208616774,0.9888644265354367,1.3736958208616779,1.1173075599877587,1.2056858628219258,1.3036958208616776,1.0890878172157956,--undefined--
4,it12,it12-004,07/02/2018 13:21:41,poto,7.254966,0.5560090839002267,1.8809980839002272,0.8460090839002268,1.1858994247255774,0.9360090839002275,1.0374238759641772,1.124623801427222,0.9090818844665538,1.101688715171119
5,it12,it12-005,07/02/2018 13:21:45,putu,9.669977,0.8115643015873015,2.146530301587303,1.0589112502205964,1.411246084186141,1.1815643015873025,1.2721975543937187,1.3652893667123749,1.1468106640828672,1.3343180862696062
6,it12,it12-006,07/02/2018 13:21:49,paga,12.029977,0.8147389047619065,2.1597279047619065,1.116758027690473,1.4447389047619055,1.2047389047619053,1.3111902939256392,1.3689307851106278,1.1810920456773015,--undefined--
7,it12,it12-007,07/02/2018 13:21:54,poco,14.329977,0.6418137346938781,2.021813734693879,0.9724698729899615,1.311813734693878,1.061813734693878,1.169258893967374,1.2588155741726617,1.0384788002813412,1.2291913888697064
8,it12,it12-008,07/02/2018 13:21:58,pada,16.699955,0.6201364058956926,1.9651244058956934,0.9318475350285311,1.267685085798366,1.0201364058956948,1.1201364058956926,1.1757716508508338,1.0001689660625495,1.168503752834468
9,it12,it12-009,07/02/2018 13:22:02,pudu,19.239955,0.6756012585034021,2.030612258503403,0.9727724510707638,1.3056012585034047,1.083539923956252,1.1756012585034021,1.2473343785422415,1.0644734698251135,--undefined--
10,it12,it12-010,07/02/2018 13:22:06,pata,21.704989,0.6677100884353777,1.9926530884353753,0.928673594587309,1.247710088435376,1.0077100884353776,1.1077869549978878,1.1777100884353757,0.987816011036525,1.1555598879192672
11,it12,it12-011,07/02/2018 13:22:10,pugu,23.984989,0.7418143968253972,2.0017683968253976,0.9736420118507816,1.261166090404604,1.064377069427195,1.1397932211790156,1.1963553349928837,1.0550165114147205,--undefined--
