speaker,file,word,time,f1,f2,f3,f0
pl07,pl07-001,poko,1,533.4605394797396,1006.6382836524159,2297.220577937366,205.96279854241146
pl07,pl07-001,poko,2,555.6559913039679,1005.479017796647,2300.2442749397055,195.6575530398806
pl07,pl07-001,poko,3,563.3870784107061,1029.4645042797094,2408.5799417054577,192.87179431549532
pl07,pl07-001,poko,4,567.1755086740646,1065.5182558752076,2489.2828930918577,190.04136581572254
pl07,pl07-001,poko,5,571.6583684327813,1042.9697552665793,2465.986874446357,187.17886858312986
pl07,pl07-001,poko,6,569.8918974431059,1033.2168292210192,2785.00787529325,184.02212459685268
pl07,pl07-001,poko,7,563.8702758075689,1021.3203317778544,3038.3820829958922,180.72587634424468
pl07,pl07-001,poko,8,551.5718939178364,997.0592334314806,2893.870821272845,178.726782530325
pl07,pl07-001,poko,9,536.5366551948509,966.1382041114459,2593.2472433915623,177.1050373052246
pl07,pl07-002,podo,1,575.23058247796,1212.3798386218473,3549.4707561373275,184.37581396852906
pl07,pl07-002,podo,2,577.6485748388442,1339.516643429962,3664.9360096443575,180.19857893806912
pl07,pl07-002,podo,3,556.3046575617121,1074.8431858344868,2877.553279550624,176.56375126265118
pl07,pl07-002,podo,4,550.5200779134534,997.9781407824022,2698.594192243365,173.84928577651488
pl07,pl07-002,podo,5,564.560015070794,973.7063715263589,2889.048036402405,173.04103088841367
pl07,pl07-002,podo,6,568.3145277392201,957.0301365011825,2889.4639688227226,172.8551962816131
pl07,pl07-002,podo,7,557.0800377394087,991.9132173937088,2753.1693973721754,172.97065601121238
pl07,pl07-002,podo,8,545.6800648761028,1089.3495648495104,2821.678355596811,173.2236356772678
pl07,pl07-002,podo,9,533.9637130976613,1145.2109805617445,2824.4695090657156,171.91343789035417
pl07,pl07-003,putu,1,446.1297072527056,1173.9578658512282,2778.1898630835303,176.27974798513713
pl07,pl07-003,putu,2,451.3812470565903,938.3174180600971,2302.2222177705025,163.687514992793
pl07,pl07-003,putu,3,454.8582022022783,946.1968907116576,2247.59075395894,162.43390291100485
pl07,pl07-003,putu,4,450.4457304005407,982.8102782489271,2500.423028214467,162.8603925104181
pl07,pl07-003,putu,5,448.3765832108918,1008.1223388573064,2460.9694876369854,163.4032129690478
pl07,pl07-003,putu,6,446.98702947164355,1009.8511629028841,2554.0112568690633,163.79389416460336
pl07,pl07-003,putu,7,442.13948605177217,1005.698288173135,2538.8402626025622,163.22413263429573
pl07,pl07-003,putu,8,441.1603414960745,1038.6353080219433,2547.7696501537534,162.81337982218446
pl07,pl07-003,putu,9,443.7118422301433,1080.6430078567491,2735.773301562516,162.8333525255126
pl07,pl07-004,pada,1,632.8967788614369,1454.67624243443,2122.0669344592748,174.24597184870962
pl07,pl07-004,pada,2,687.1068026551587,1570.9996259925135,2152.991654282628,169.16797002158754
pl07,pl07-004,pada,3,778.9282283594713,1503.0876925559755,2045.1319403125574,165.09399165066878
pl07,pl07-004,pada,4,833.0929096939437,1385.6659921520823,2249.5007565541396,162.88014577862148
pl07,pl07-004,pada,5,791.4494532968034,1429.653526457205,2130.9415583684727,162.24732713148776
pl07,pl07-004,pada,6,837.5065969223434,1415.1903492256106,2012.4784574974321,160.87054320234802
pl07,pl07-004,pada,7,829.132713366775,1484.9563829524745,1823.2922001192521,158.62227979815518
pl07,pl07-004,pada,8,754.4622933478349,1560.2884197177334,2191.0916233244966,158.95414124510518
