index,speaker,file,rec_date,ipu_prompt,word,time,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,c1_rel,c2_rel
1,pl02,pl02-001,07/02/2017 16:21:26,ipu_1 Mowie pata teraz,pata,0.959955,0.959955,1.889932,1.2249119528999342,1.543179958586163,1.3274215866332286,1.4123581402979586,1.5021761050928453,1.3033713446772448,1.4761080915299618
2,pl02,pl02-002,07/02/2017 16:21:33,ipu_2 Mowie puku teraz,puku,3.274966,0.9181406031746033,1.9281176031746035,1.2381406031746032,1.6181406031746035,1.3681406031746035,1.4281406031746031,1.5281406031746032,1.3291944149606172,1.5043846030216366
3,pl02,pl02-003,07/02/2017 16:21:39,ipu_3 Mowie pogo teraz,pogo,5.794966,0.7910657732426296,1.65605477324263,1.0502003955009114,1.396780176551407,1.1751643728937662,1.2620533884247358,1.335274468928362,1.143537229062611,--undefined--
4,pl02,pl02-004,07/02/2017 16:21:44,ipu_4 Mowie paka teraz,paka,8.734966,0.9562811927437638,1.933325822099925,1.2489281899481375,1.607223219460848,1.355342789994146,1.4539471441652205,1.5369310065864203,1.3361918760421938,1.5041262924431669
5,pl02,pl02-005,07/02/2017 16:21:50,ipu_5 Mowie poto teraz,poto,11.199955,0.959954999999999,1.969932,1.2472012451912544,1.6103776783758015,1.3770465828620733,1.4707695333613113,1.571326449001118,1.344632507104139,1.5187499317030575
6,pl02,pl02-006,07/02/2017 16:21:55,ipu_6 Mowie pugu teraz,pugu,13.770023,0.8597282154195014,1.9446712154195005,1.2161297315496586,1.5919978142809779,1.367453245376554,1.4338403353135138,1.5509940234375605,1.3183158247341353,--undefined--
7,pl02,pl02-007,07/02/2017 16:22:00,ipu_7 Mowie podo teraz,podo,16.259955,0.8883450226757379,1.9433560226757347,1.2283450226757378,1.6083450226757368,1.3622795258381988,1.47650423689913,1.5282470547301497,1.3248767689757788,1.5201916190856526
8,pl02,pl02-008,07/02/2017 16:22:05,ipu_8 Mowie putu teraz,putu,18.710747970813173,0.9010427553936715,1.9302497845804965,1.2102497845804976,1.5802497845804986,1.3425352373649808,1.440249784580498,1.5192418416558233,1.3144382556138368,1.476680869565488
9,pl02,pl02-009,07/02/2017 16:22:10,ipu_9 Mowie poko teraz,poko,21.194966,0.9471655464852589,2.0997483113121973,1.2075684839516327,1.5907994027963213,1.3402363217203934,1.4244215816832266,1.5342174717295194,1.3137447679051526,1.483371945114797
10,pl02,pl02-010,07/02/2017 16:22:16,ipu_10 Mowie pada teraz,pada,23.670023,0.868027535147391,1.8579595351473905,1.1780275351473897,1.538027535147389,1.2980275351473907,1.4159174836505635,1.4680275351473888,1.2701482216691709,1.455165266039451
11,pl02,pl02-011,07/02/2017 16:22:21,ipu_11 Mowie pudu teraz,pudu,26.044989,0.8397282290249422,1.8996822290249398,1.18972822902494,1.5497282290249395,1.3397282290249422,1.4252036717065906,1.4797282290249427,1.293093080236492,1.4663660095925124
12,pl02,pl02-012,07/02/2017 16:22:26,ipu_12 Mowie paga teraz,paga,28.284989,0.5719731269841226,1.551927126984122,0.8573669257641399,1.1873494243846068,0.9735441959885058,1.0701958745785234,1.1170572945009596,0.9497713875991884,1.1147383193147427
13,pl02,pl02-013,07/02/2017 16:22:55,ipu_13 Mowie pata teraz,pata,30.509977,0.7884350498866155,1.7284350498866168,1.0784350498866146,1.3827396633522682,1.1699108327861794,1.2509419930475794,1.3407596646626239,1.1504539876294047,1.3120466604206271
14,pl02,pl02-014,07/02/2017 16:23:00,ipu_14 Mowie puku teraz,puku,33.214966,0.8463492199546394,1.8563262199546458,1.1363492199546457,1.5032904101868212,1.2763492199546391,1.325607686735978,1.4463492199546408,1.2301634542823763,1.3920957765344824
