speaker,file,word,time,f1,f2,f3,f0
it02,it02-001,pugu,1,385.29851582246494,789.2686644705285,2848.835322091448,163.0929424759173
it02,it02-001,pugu,2,373.8161240489723,796.1848108635401,2866.526752411771,162.32930870260967
it02,it02-001,pugu,3,360.555108652475,797.9734503720206,2857.768043763402,163.23840081668754
it02,it02-001,pugu,4,355.06195896265973,788.4285309604742,2959.8202261125425,164.55383314960378
it02,it02-001,pugu,5,350.19656135575013,762.7571101958745,2954.8379382429544,165.53261863633557
it02,it02-001,pugu,6,350.5455319806862,743.9327052209815,2983.989357892182,166.31114670862792
it02,it02-001,pugu,7,347.3582097383115,697.7797381788488,2733.7176116002397,167.0772297168608
it02,it02-001,pugu,8,329.8682259626811,658.9314501724527,2747.134068764345,167.9420213691774
it02,it02-001,pugu,9,319.76504289003555,659.9631549281373,2596.874446447269,168.90005209566712
it02,it02-002,butu,1,373.46186677616157,743.0016617119975,2830.4083812235144,151.0251622664195
it02,it02-002,butu,2,348.498976890022,750.5911589492028,2785.583821925681,154.62963954070884
it02,it02-002,butu,3,332.5220079829089,777.5699953036525,2826.61128361892,157.44215498492093
it02,it02-002,butu,4,325.50981496564344,803.8313680028117,2824.6486430039236,160.71076103357217
it02,it02-002,butu,5,325.42855507021034,825.5234418778629,2766.32704895205,164.14343350399884
it02,it02-002,butu,6,328.6074939894644,852.1385027156045,2755.9039931853895,166.14464031676658
it02,it02-002,butu,7,326.70667061405993,948.2442056593513,2717.548523844305,166.39285599152976
it02,it02-002,butu,8,319.2213538966284,1020.5244071368147,2617.5185741248215,164.62348030178333
it02,it02-002,butu,9,311.60771096752455,1173.0851704571876,2578.4247523278973,161.80205601069946
it02,it02-003,baca,1,697.8786712072458,1210.6311183249177,2649.984293429403,143.99880281855138
it02,it02-003,baca,2,754.7677159150943,1264.5225051492403,2587.0572292779416,143.6742237716309
it02,it02-003,baca,3,799.5406846741848,1254.2970153804292,2571.813859411697,142.6045509943506
it02,it02-003,baca,4,793.2803629546929,1265.9014249641884,2582.727276370108,144.0516385570343
it02,it02-003,baca,5,790.1503841652384,1279.9472624477612,2475.658163160966,144.82778194104506
it02,it02-003,baca,6,762.1814260620971,1303.1642416653203,2080.834708699118,145.99496328180047
it02,it02-003,baca,7,764.007842041781,1319.9281529714817,2038.894169510198,147.13520563040268
it02,it02-003,baca,8,758.6550391069625,1458.7887669870101,2142.957210824097,147.442336166859
it02,it02-003,baca,9,652.0923749762467,1518.0640333698748,2169.128209398176,142.4666761977462
it02,it02-004,bogo,1,493.36294347770894,895.9883976834126,2854.4545853045065,165.50910089411167
it02,it02-004,bogo,2,518.6688020829431,948.0109417347081,2856.8419036647333,167.12259443396061
it02,it02-004,bogo,3,558.2669553237615,974.941012934945,2909.8451506838805,169.33657268560773
it02,it02-004,bogo,4,589.2597325952026,956.6142429157172,2967.140645892782,172.8059446857022
it02,it02-004,bogo,5,606.0480164488948,975.7103825580333,2822.5253581857687,175.48864408590015
it02,it02-004,bogo,6,594.9011123440348,972.9665201473342,2849.992361213894,176.8399938771827
it02,it02-004,bogo,7,569.1148362759512,957.9034075277026,2845.4121872492733,176.80107066950188
it02,it02-004,bogo,8,531.0924134189444,901.9316199374132,2847.44348737915,174.53568094569786
it02,it02-004,bogo,9,466.0327747192739,869.8874090652043,2662.483801052739,172.72649310079163
it02,it02-005,podo,1,531.9092778810445,863.0305587824951,2751.395675105653,171.46521517823254
it02,it02-005,podo,2,589.7122484906554,865.6329868175624,2757.0617720512237,171.493797932863
it02,it02-005,podo,3,617.4618947570422,892.7260075810325,2772.493257757005,170.7644117574183
it02,it02-005,podo,4,618.9391190329883,919.2689189656078,2867.4043980353085,169.2547358232021
