index,speaker,file,rec_date,word,time,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,c1_rel,c2_rel
1,pl04,pl04-001,26/05/2017 17:55:20,poto,1.189977,1.189977,2.304989,1.539977,1.8889320723822023,1.629977,1.709190411130816,1.809977,1.6108025528917318,1.791186452630255
2,pl04,pl04-002,26/05/2017 17:55:24,pugu,4.514966,1.171292530612245,2.2412695306122448,1.4931550873994688,1.8613504867289352,1.6112925306122445,1.6812925306122448,1.7712925306122447,1.5827089592908496,1.756812482624448
3,pl04,pl04-003,26/05/2017 17:55:28,poko,6.874966,0.9538775646258495,1.9288885646258498,1.22387756462585,1.541272484751393,1.328392938689305,1.4020829420643377,1.4838775646258497,1.3118945812028064,1.4654222014903064
4,pl04,pl04-004,26/05/2017 17:55:32,putu,9.229977,0.8475733718820848,1.8325623718820854,1.1175733718820844,1.4563443233986568,1.2475733718820852,1.303295887551334,1.3975733718820855,1.2161606708693657,1.3723395093293433
5,pl04,pl04-005,26/05/2017 17:55:36,podo,11.584989,0.9270298163265291,1.9120178163265287,1.1970298163265287,1.5421503593306163,1.3170298163265297,1.4054961123087448,1.4670298163265283,1.2886540031562461,1.4582146448667803
6,pl04,pl04-006,26/05/2017 17:55:39,pata,14.024943,0.96371851020408,1.923718510204079,1.2337185102040795,1.5526787568307494,1.3237185102040794,1.4115340882159977,1.4837185102040795,1.3135622424412805,1.469931107139729
7,pl04,pl04-007,26/05/2017 17:55:43,pogo,16.364989,0.9817690453514736,1.9717460453514732,1.2666823445419304,1.6056559737936418,1.377784069179615,1.451473988582162,1.5348002820604236,1.3543045115816241,1.5210206631838297
8,pl04,pl04-008,26/05/2017 17:55:46,puku,18.684989,0.9449436485260776,1.9348756485260772,1.201488395522631,1.5087186748778656,1.314943648526075,1.3602051450050396,1.4605368044992773,1.2860261895744394,1.4326049865314872
9,pl04,pl04-009,26/05/2017 17:55:49,pada,20.779955,0.9617237074829923,1.9617237074829923,1.2377395503025568,1.5821139575392706,1.3217237074829917,1.4281996496814457,1.4854510486018846,1.3124644482330972,1.4714001814322053
10,pl04,pl04-010,26/05/2017 17:55:53,paka,22.709977,0.6161901519274338,1.5761451519274345,0.8648752272170448,1.192244347850039,0.9621050611005479,1.048265582248142,1.1327255667941358,0.9501292518418119,1.1142570039572028
11,pl04,pl04-011,26/05/2017 17:55:57,pudu,25.284989,0.8343767551020385,1.8092967551020394,1.0843767551020385,1.4128162847073007,1.2138535023204255,1.2733722833763288,1.34437675510204,1.1806608490143873,1.3315850824327526
12,pl04,pl04-012,26/05/2017 17:56:00,paga,27.864989,0.9182316303854883,1.9131976303854863,1.1982316303854859,1.5533020528878794,1.2979222356436004,1.4027886594087633,1.4682316303854854,1.2848071335394735,1.4575387497208006
13,pl04,pl04-013,26/05/2017 17:56:14,poto,30.330023,1.049660188208616,2.0045351882086138,1.3296601882086172,1.6383645985806439,1.428268648270052,1.5030922587403275,1.586781654998859,1.410507934027212,1.5626983597424022
14,pl04,pl04-014,26/05/2017 17:56:18,pugu,32.314966,0.6777777913832175,2.017777791383221,1.3531560443840824,1.6977777913832206,1.4744608331207623,1.5385142963321847,1.6110704316513242,1.4423226805079672,1.5973649393288376
15,pl04,pl04-015,26/05/2017 17:56:21,poko,34.969977,0.7321538707482986,1.6121538707483012,0.9806964424021416,1.2746019373874873,1.0793273475315104,1.1433807514373697,1.2371902147522107,1.0617701029738384,1.2062028820969317
16,pl04,pl04-016,26/05/2017 17:56:25,putu,37.119955,0.8503858390022643,1.765396839002264,1.1024956705193603,1.413693181531002,1.219832436966371,1.2725489552251759,1.375714614613372,1.1897213617729747,1.3413261380045753
17,pl04,pl04-017,26/05/2017 17:56:29,podo,39.194966,0.8007709886621299,1.7407709886621276,1.0642993858062866,1.3964701352649769,1.1680318894768362,1.2621280403473847,1.320770988662126,1.1528522750685184,1.31362396554686
18,pl04,pl04-018,26/05/2017 17:56:32,pata,41.374966,0.8445351609977294,1.74952416099773,1.098048493377057,1.413780758647519,1.1887435785534919,1.274337065188746,1.3545351609977274,1.178068679069348,1.3369390837842445
19,pl04,pl04-019,26/05/2017 17:56:36,pogo,43.619955,0.8139686054421702,1.7789566054421755,1.0739686054421753,1.421050382542795,1.1920452924722937,1.2731040248487346,1.346793781554588,1.1758696649603522,1.3358849532404662
20,pl04,pl04-020,26/05/2017 17:56:40,puku,45.944943,0.9330609138322004,1.8480729138321976,1.1730609138321952,1.4875278207118328,1.2998639724011198,1.3361420064716896,1.4430609138321984,1.2708921936021014,1.4156363828413205
21,pl04,pl04-021,26/05/2017 17:56:44,pada,48.324989,0.8517917210884391,1.7967797210884342,1.1284877895969743,1.4453537434321433,1.2169154976440026,1.3206480013145452,1.3717917210884352,1.205572724728377,1.3599297350326367
22,pl04,pl04-022,26/05/2017 17:56:47,paka,50.559955,0.8228121428571455,1.7328341428571434,1.08788044236789,1.4132490604383534,1.182812142857145,1.2647358584619397,1.359965697897195,1.1733451619164228,1.329517368341989
23,pl04,pl04-023,26/05/2017 17:56:51,pudu,52.964989,1.0567803832199587,1.9467573832199534,1.297154685927282,1.6167803832199539,1.4167803832199581,1.4762774791507383,1.5420314159036508,1.377011169134903,1.5251470726373313
24,pl04,pl04-024,26/05/2017 17:56:55,paga,55.299955,0.8956012585033974,1.8356012585034023,1.1456012585033974,1.4909106596789101,1.2623954733623322,1.3525237142564137,1.4156012585034006,1.251748298550602,--undefined--
