speaker,file,rec_date,word,voicing_start,voicing_end,voicing_duration,voiced_points
it11,it11-001,05/02/2018 17:52:08,poco,1.4280912486606447,1.5436738500415756,115.58260138093091,1
it11,it11-002,05/02/2018 17:52:13,pudu,1.62589803186796,2.061237818143675,435.3397862757149,5
it11,it11-003,05/02/2018 17:52:17,poto,1.2237080566406897,1.3649375045977132,141.22944795702352,1
it11,it11-004,05/02/2018 17:52:22,pugu,1.2409558794411617,1.7446134798999509,503.65760045878915,5
it11,it11-005,05/02/2018 17:52:26,paga,1.319457925230208,1.8684991617735391,549.041236543331,5
it11,it11-006,05/02/2018 17:52:31,pucu,1.2363283611928888,1.3641760020700395,127.84764087715072,1
it11,it11-007,05/02/2018 17:52:36,pata,1.4235751712166795,1.574393602838805,150.8184316221255,2
it11,it11-008,05/02/2018 17:52:40,paca,1.2083967910538402,1.3469769949626267,138.58020390878644,0
it11,it11-009,05/02/2018 17:52:45,putu,1.3106355692101352,1.4575550181984829,146.91944898834763,2
it11,it11-010,05/02/2018 17:52:49,pogo,1.2354877789860348,1.7759844854444231,540.4967064583883,5
it11,it11-011,05/02/2018 17:52:54,pada,1.2830871075669443,1.8333038270820854,550.2167195151411,5
it11,it11-012,05/02/2018 17:52:59,podo,1.3770935854054172,1.9093496865011303,532.2561010957132,5
it11,it11-013,05/02/2018 17:53:20,poco,1.44948584653833,1.5857936449332712,136.30779839494122,2
it11,it11-014,05/02/2018 17:53:26,pudu,1.4813600921235435,1.9879935190927183,506.6334269691748,5
it11,it11-015,05/02/2018 17:53:31,poto,1.4309311011800392,1.5715973992559114,140.66629807587216,0
it11,it11-016,05/02/2018 17:53:36,pugu,1.501656895186535,2.035666518381002,534.009623194467,5
it11,it11-017,05/02/2018 17:53:41,paga,1.5532235086376158,2.0720065326135826,518.7830239759668,5
it11,it11-018,05/02/2018 17:53:46,pucu,1.4988133615156587,1.6333098222478237,134.49646073216505,0
it11,it11-019,05/02/2018 17:53:51,pata,1.381548633258725,1.5313156389166094,149.76700565788437,1
it11,it11-020,05/02/2018 17:53:56,paca,1.5504744260377312,1.6934426004169179,142.96817437918662,0
it11,it11-021,05/02/2018 17:54:01,putu,1.5586993487785226,1.684812709696454,126.11336091793146,3
it11,it11-022,05/02/2018 17:54:06,pogo,1.476676843381723,1.9769621147110374,500.28527132931447,5
it11,it11-023,05/02/2018 17:54:11,pada,1.3835457830115943,1.9447445743050498,561.1987912934555,5
it11,it11-024,05/02/2018 17:54:16,podo,1.502747181030639,2.042951677864265,540.2044968336262,5
it11,it11-025,05/02/2018 17:54:32,poco,1.4602326901551446,1.596003869507146,135.77117935200133,1
it11,it11-026,05/02/2018 17:54:37,pudu,1.4035557447361817,1.95227432519395,548.7185804577683,5
it11,it11-027,05/02/2018 17:54:43,poto,1.587177469101178,1.7507804398660907,163.6029707649127,1
it11,it11-028,05/02/2018 17:54:48,pugu,1.65419260916027,2.1510108472897116,496.81823812944145,5
it11,it11-029,05/02/2018 17:54:53,paga,1.2392437302903943,1.7720700988055333,532.826368515139,5
it11,it11-030,05/02/2018 17:54:58,pucu,1.3640350338615441,1.507690102381475,143.65506851993092,0
it11,it11-031,05/02/2018 17:55:03,pata,1.453625742916841,1.6101541382040472,156.52839528720608,1
it11,it11-032,05/02/2018 17:55:08,paca,1.4890273526849191,1.6360731263585526,147.04577367363348,0
it11,it11-033,05/02/2018 17:55:13,putu,1.6018345983576956,1.7636696977138124,161.83509935611684,5
it11,it11-034,05/02/2018 17:55:18,pogo,1.4788204700331031,2.0194835716179096,540.6631015848064,5
it11,it11-035,05/02/2018 17:55:23,pada,1.527742806733781,2.1306943752717538,602.9515685379727,5
it11,it11-036,05/02/2018 17:55:28,podo,1.5296366176794043,2.059604004226211,529.9673865468069,5
it11,it11-037,05/02/2018 17:55:49,poco,1.4937274433467165,1.6345380196060342,140.8105762593177,0
it11,it11-038,05/02/2018 17:55:54,pudu,1.2608880071164679,1.8046579984883995,543.7699913719316,5
