speaker,file,rec_date,word,voicing_start,voicing_end,voicing_duration,voiced_points
it03,it03-002,10/06/2017 19:35:30,paca,1.5447185307411275,1.6883085144338692,143.58998369274167,0
it03,it03-003,10/06/2017 19:35:36,pudu,1.298842766413084,1.9340671043961795,635.2243379830956,5
it03,it03-004,10/06/2017 19:35:42,pucu,1.420792050252882,1.5459168644222512,125.12481416936927,1
it03,it03-005,10/06/2017 19:35:47,pada,1.346595172167566,2.0391758992177094,692.5807270501434,5
it03,it03-006,10/06/2017 19:35:56,putu,1.479795713661825,1.6253950006593691,145.5992869975442,1
it03,it03-007,10/06/2017 19:36:36,poco,1.3112919074349225,1.4914959916080077,180.2040841730852,3
it03,it03-008,10/06/2017 19:36:41,paga,1.1169443963921488,1.6918362256475206,574.8918292553717,5
it03,it03-009,10/06/2017 19:36:47,pugu,1.3196919193274605,1.84857956744546,528.8876481179993,5
it03,it03-010,10/06/2017 19:36:53,pata,1.072987289831421,1.2434489593504177,170.46166951899667,1
it03,it03-011,10/06/2017 19:36:59,poto,1.0305186281709091,1.207068234051292,176.5496058803828,1
it03,it03-012,10/06/2017 19:37:05,pogo,1.0164459002099755,1.5551419698876576,538.6960696776821,5
it03,it03-013,10/06/2017 19:38:49,podo,1.3174862962011928,1.8433807413786376,525.8944451774448,5
it03,it03-014,10/06/2017 19:37:25,paca,1.463545175930783,1.631944577968938,168.3994020381552,3
it03,it03-015,10/06/2017 19:37:30,pudu,1.206726346783509,1.7503227399062868,543.5963931227778,5
it03,it03-016,10/06/2017 19:37:36,pucu,1.1103987274671625,1.2485666575874723,138.16793012030982,3
it03,it03-017,10/06/2017 19:37:41,pada,1.0554429828760972,1.571561427786661,516.1184449105638,5
it03,it03-018,10/06/2017 19:37:46,putu,1.1012383090200828,1.2603144188274331,159.07610980735032,3
it03,it03-019,10/06/2017 19:37:52,poco,1.0931156060954852,1.231358791528353,138.24318543286785,2
it03,it03-020,10/06/2017 19:37:59,paga,1.1594346639153417,1.714073932663141,554.6392687477992,5
it03,it03-021,10/06/2017 19:38:04,pugu,1.0752541720719133,1.6298019266640034,554.5477545920901,5
it03,it03-022,10/06/2017 19:38:10,pata,1.3598547431048476,1.5318025944537688,171.9478513489212,1
it03,it03-023,10/06/2017 19:38:16,poto,1.2708690443309614,1.4528817315463862,182.01268721542485,3
it03,it03-024,10/06/2017 19:38:21,pogo,1.1543734962972512,1.68133241515567,526.9589188584188,5
it03,it03-025,10/06/2017 19:39:09,podo,1.4446138889524147,1.9856119500843246,540.9980611319098,5
it03,it03-026,10/06/2017 19:39:14,paca,1.2509583764214818,1.4215025820095295,170.54420558804773,1
it03,it03-027,10/06/2017 19:39:20,pudu,1.1101276059799854,1.665439805724212,555.3121997442265,5
it03,it03-028,10/06/2017 19:39:27,pucu,1.4802355531579159,1.6424537215548718,162.21816839695592,1
it03,it03-029,10/06/2017 19:39:32,pada,1.1273449902473909,1.3400828784424732,212.73788819508232,4
it03,it03-030,10/06/2017 19:39:39,putu,1.102067916787488,1.1999692458112232,97.90132902373516,1
it03,it03-031,10/06/2017 19:39:46,poco,1.0478979961326058,1.1904019846899807,142.5039885573749,3
it03,it03-032,10/06/2017 19:39:54,paga,1.0405513151064159,1.531660326842084,491.1090117356682,5
it03,it03-033,10/06/2017 19:39:59,pugu,1.23262401198078,1.6952971686941984,462.67315671341834,5
it03,it03-034,10/06/2017 19:40:06,pata,0.9873076566341245,1.133461351160736,146.15369452661164,2
it03,it03-035,10/06/2017 19:40:11,poto,1.0292943134228405,1.2076247674961014,178.33045407326088,5
it03,it03-036,10/06/2017 19:40:16,pogo,1.276767146682172,1.7833545276688167,506.5873809866448,5
it03,it03-037,10/06/2017 19:40:34,podo,1.3312296245164574,1.8614520317979482,530.2224072814907,5
it03,it03-038,10/06/2017 19:40:40,paca,1.122228783471011,1.2536245290258292,131.39574555481826,2
it03,it03-039,10/06/2017 19:40:45,pudu,1.0940724038351342,1.53594887315005,441.87646931491577,5
it03,it03-040,10/06/2017 19:40:52,pucu,1.0197623393986035,1.1304439967592494,110.68165736064594,2
it03,it03-041,10/06/2017 19:40:57,pada,1.0345206970693281,1.581479777017853,546.9590799485248,5
it03,it03-042,10/06/2017 19:41:04,putu,1.009120400166358,1.15007214979159,140.95174962523194,3
it03,it03-043,10/06/2017 19:41:10,poco,1.0815526448120667,1.2287705563774665,147.21791156539976,2
it03,it03-044,10/06/2017 19:41:15,paga,1.011948721279006,1.4902026939245245,478.2539726455186,5
it03,it03-045,10/06/2017 19:41:21,pugu,1.0519014022565851,1.5336609934432466,481.75959118666145,5
it03,it03-046,10/06/2017 19:41:26,pata,1.0009240852916335,1.1630113238219324,162.08723853029895,0
it03,it03-047,10/06/2017 19:41:32,poto,1.0480334400377613,1.1775968002025132,129.56336016475188,0
it03,it03-048,10/06/2017 19:41:37,pogo,1.0385932640420208,1.543391322737704,504.79805869568327,5
it03,it03-049,10/06/2017 19:41:53,podo,1.7558829530755187,2.27583576854537,519.9528154698512,5
it03,it03-050,10/06/2017 19:42:00,paca,1.182867510658618,1.3011373784591005,118.26986780048254,0
it03,it03-051,10/06/2017 19:42:05,pudu,1.1736239494292202,1.669225469772596,495.6015203433757,5
it03,it03-052,10/06/2017 19:42:11,pucu,1.4016193437206943,1.5249343097552779,123.31496603458359,3
it03,it03-053,10/06/2017 19:42:16,pada,1.0182346208122897,1.5525094563858168,534.2748355735272,5
it03,it03-054,10/06/2017 19:42:21,putu,0.9383000974271553,1.069274819175382,130.97472174822678,2
it03,it03-055,10/06/2017 19:42:27,poco,1.0569394043050344,1.210918086496795,153.97868219176058,3
it03,it03-056,10/06/2017 19:42:33,paga,1.1075624227671543,1.6581533480271151,550.5909252599608,5
it03,it03-057,10/06/2017 19:42:38,pugu,1.2402740988167669,1.8206359071594354,580.3618083426685,5
it03,it03-058,10/06/2017 19:42:44,pata,1.079882157035348,1.2597401204390082,179.8579634036601,2
it03,it03-059,10/06/2017 19:42:49,poto,1.0789438378303122,1.21789919453133,138.95535670101776,0
it03,it03-060,10/06/2017 19:42:55,pogo,1.2587478891269834,1.7898558611661777,531.1079720391942,5
