speaker,file,rec_date,word,voicing_start,voicing_end,voicing_duration,voiced_points
pl05,pl05-001,26/05/2017 18:28:59,pata,1.417192179278512,1.499925737001986,82.73355772347402,0
pl05,pl05-002,26/05/2017 18:29:03,paga,1.1935834850759506,1.3523781748033536,158.79468972740307,5
pl05,pl05-003,26/05/2017 18:29:07,puku,1.1912499412643207,1.2754491572527542,84.1992159884335,0
pl05,pl05-004,26/05/2017 18:29:11,poto,1.345460118880018,1.4344754191356568,89.01530025563886,0
pl05,pl05-005,26/05/2017 18:29:14,pudu,1.2805788073029818,1.5493817630183095,268.80295571532776,5
pl05,pl05-006,26/05/2017 18:29:17,podo,1.343616591055868,1.6327750707181967,289.1584796623288,5
pl05,pl05-007,26/05/2017 18:29:21,pugu,1.5122033502322878,1.8039880943757103,291.7847441434225,5
pl05,pl05-008,26/05/2017 18:29:25,pada,1.4010817980280583,1.6836634413452576,282.5816433171993,5
pl05,pl05-009,26/05/2017 18:29:28,poko,1.2690386401520384,1.3553490981279577,86.31045797591929,0
pl05,pl05-010,26/05/2017 18:29:32,paka,1.29128841857459,1.407564461263532,116.27604268894198,0
pl05,pl05-011,26/05/2017 18:29:35,putu,1.2758104867883806,1.35958142682633,83.77094003794939,0
pl05,pl05-012,26/05/2017 18:29:39,pogo,1.1443007205193498,1.39984673238045,255.54601186110014,5
pl05,pl05-013,26/05/2017 18:29:53,pata,1.3906491927968367,1.5003707387183327,109.72154592149596,0
pl05,pl05-014,26/05/2017 18:29:56,paga,1.166800429222372,1.4552936545907413,288.4932253683694,5
pl05,pl05-015,26/05/2017 18:29:59,puku,1.1544906529978738,1.242232214182284,87.74156118441012,1
pl05,pl05-016,26/05/2017 18:30:03,poto,1.2386859839616313,1.3382206612294325,99.53467726780119,0
pl05,pl05-017,26/05/2017 18:30:06,pudu,1.1004826162663015,1.3596987155470914,259.21609928078993,5
pl05,pl05-018,26/05/2017 18:30:09,podo,0.9960803868793222,1.2639498236416713,267.8694367623491,5
pl05,pl05-019,26/05/2017 18:30:12,pugu,1.1595230683638775,1.4450429846757955,285.519916311918,5
pl05,pl05-020,26/05/2017 18:30:16,pada,1.2267606809161795,1.5059583565106582,279.1976755944787,5
pl05,pl05-021,26/05/2017 18:30:19,poko,1.1633992291686719,1.2683879868726728,104.98875770400096,1
pl05,pl05-022,26/05/2017 18:30:23,paka,1.178978749159047,1.283802530511885,104.82378135283787,0
pl05,pl05-023,26/05/2017 18:30:26,putu,1.3374300821960545,1.4400233968010803,102.59331460502574,0
pl05,pl05-024,26/05/2017 18:30:30,pogo,1.1913480508732859,1.3315643868691331,140.21633599584726,5
pl05,pl05-025,26/05/2017 18:30:44,pata,1.3192199968042415,1.4159774478672862,96.75745106304467,0
pl05,pl05-026,26/05/2017 18:30:47,paga,1.1481553522681995,1.4535464651113414,305.3911128431419,5
pl05,pl05-027,26/05/2017 18:30:51,puku,1.1441523542693175,1.2458088321872895,101.65647791797205,2
