Client family name	Date Time of recording	Time of sample in recording	Time of sample in annot	Prompt	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue	X0 DLC_HyoidMandible	Y0 DLC_HyoidMandible	X1 DLC_HyoidMandible	Y1 DLC_HyoidMandible	X0 DLC_ShorttendonMandible	Y0 DLC_ShorttendonMandible	X1 DLC_ShorttendonMandible	Y1 DLC_ShorttendonMandible
it11	05/02/2018 17:52:08	1.1731	0.0044	Dico poco lentamente	0.5080	13.4509	4.8853	22.5471	9.9479	30.8829	15.0164	44.0933	25.0481	51.6876	36.8153	55.3754	48.9157	52.0942	51.8667	47.8766	55.4151	43.6749	58.9530	39.2814	62.7827	35.4607	91.5407	23.4474	129.3660	25.8618	128.2058	34.2174	129.3660	25.8618
it11	05/02/2018 17:52:08	1.1966	0.0278	Dico poco lentamente	2.8155	12.4994	5.0848	21.8563	8.3928	33.6851	13.6155	45.8690	22.9976	55.0150	36.1672	58.6731	46.9150	53.4846	49.8358	48.6930	52.9726	44.3121	56.2008	39.4961	58.7794	35.0497	92.2305	24.7326	129.6830	25.4338	128.7940	33.7149	129.6830	25.4338
it11	05/02/2018 17:52:08	1.2200	0.0512	Dico poco lentamente	-1.7141	10.1975	-0.9479	21.4513	2.9844	33.1815	7.5347	43.8938	21.9908	55.3428	34.4272	57.3331	45.7786	51.3898	47.8847	47.4433	51.2593	43.1802	53.3316	38.0607	54.8924	33.1610	92.8923	25.0065	131.1331	27.0773	127.3731	33.7810	131.1331	27.0773
it11	05/02/2018 17:52:08	1.2434	0.0747	Dico poco lentamente	0.5194	9.6956	5.1757	23.1135	7.4493	38.6408	11.4531	49.5803	20.5243	56.2991	33.4494	57.3730	43.9454	50.4966	45.0707	47.0311	47.9972	41.9687	49.2245	37.0859	49.0597	34.7691	93.0555	25.6191	131.5046	27.6663	131.7515	33.4310	131.5046	27.6663
it11	05/02/2018 17:52:08	1.2668	0.0981	Dico poco lentamente	3.1474	11.3607	4.0889	23.1588	3.4752	37.3007	8.5761	47.9818	18.0325	55.8888	32.1485	56.0158	40.9356	50.1338	43.1046	46.0084	45.8060	43.0532	47.9816	39.4165	50.3256	34.6404	91.9037	25.4865	132.2330	29.2390	133.2673	39.3045	132.2330	29.2390
it11	05/02/2018 17:52:08	1.2902	0.1215	Dico poco lentamente	1.0956	12.9179	-0.1157	23.9008	1.5022	33.8745	7.1816	46.3135	17.9170	54.3696	30.7558	56.3754	41.1142	50.6194	44.1724	47.2336	48.2955	43.3953	51.2849	40.1623	54.2463	35.0793	89.9908	23.5413	133.0698	29.4255	132.3828	38.9180	133.0698	29.4255
it11	05/02/2018 17:52:08	1.3136	0.1449	Dico poco lentamente	-0.8901	8.3886	1.3797	22.4455	-0.6817	32.8837	3.1407	44.0580	12.8114	51.7347	25.2263	53.5574	34.8712	48.4851	38.3846	45.4245	42.3205	42.8669	46.1739	40.0311	49.2976	37.4289	91.7107	26.9318	131.9006	31.2813	132.3839	40.7603	131.9006	31.2813
it11	05/02/2018 17:52:08	1.3370	0.1683	Dico poco lentamente	-1.3014	10.6434	-0.3654	23.8992	-0.3871	33.6615	3.9645	45.9397	13.6702	52.7674	27.1972	54.8214	36.6438	50.1350	40.6639	47.1111	45.3666	44.5932	49.1381	40.6589	53.1552	36.3334	90.5761	22.9309	132.1756	29.5845	132.3835	39.2818	132.1756	29.5845
it11	05/02/2018 17:52:08	1.3604	0.1917	Dico poco lentamente	-3.1048	10.0932	-2.0606	21.6158	-0.6129	31.2441	4.8737	43.1137	14.1870	50.5884	26.0280	52.6933	35.6352	47.3679	39.1229	43.8286	42.9978	41.1944	47.6681	38.0295	51.8729	34.6142	89.6675	24.5747	131.9903	30.8206	132.4409	40.7040	131.9903	30.8206
it11	05/02/2018 17:52:08	1.3838	0.2151	Dico poco lentamente	-4.2468	11.0316	-2.7815	23.6114	-1.0054	34.3634	4.3620	45.5931	14.3708	51.7491	26.4145	52.9644	35.6371	47.1613	39.2346	44.1481	42.6545	41.3312	46.9645	36.6789	50.2513	32.4708	89.9573	22.9138	133.1013	29.2664	130.3919	35.9140	133.1013	29.2664
it11	05/02/2018 17:52:08	1.4072	0.2385	Dico poco lentamente	-5.2310	10.6684	-6.1920	23.4697	-5.8213	33.8263	-1.2302	45.9576	10.2434	52.9627	19.9174	54.8308	30.3363	50.0645	33.5223	47.1038	36.3962	43.9873	41.2302	40.9752	44.2587	36.4950	90.6546	22.8366	133.3718	24.7013	129.0243	33.4469	133.3718	24.7013
