Client family name	Date Time of recording	Time of sample in recording	Time of sample in annot	Prompt	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue	X0 DLC_HyoidMandible	Y0 DLC_HyoidMandible	X1 DLC_HyoidMandible	Y1 DLC_HyoidMandible	X0 DLC_ShorttendonMandible	Y0 DLC_ShorttendonMandible	X1 DLC_ShorttendonMandible	Y1 DLC_ShorttendonMandible
it03	10/06/2017 19:33:13	1.0967	0.0017	Dico podo lentamente	2.0772	11.3418	7.1855	24.0432	11.3749	38.9355	17.1740	49.7266	25.4685	52.6746	34.3192	54.8735	42.9345	49.4539	45.1426	43.5246	48.2804	39.5261	51.1213	34.5986	53.9893	30.3235	99.2718	21.5597	138.8870	19.4435	137.5093	31.7061	138.8870	19.4435
it03	10/06/2017 19:33:13	1.1198	0.0249	Dico podo lentamente	2.2362	11.1695	5.4606	25.0456	7.2878	39.1231	11.9360	51.3996	19.1775	57.3565	29.9272	58.5533	38.5932	52.7149	41.1913	47.9835	44.5387	43.2244	46.8251	38.3778	49.7710	33.0411	98.8760	21.6378	138.5226	16.5430	137.5484	29.7743	138.5226	16.5430
it03	10/06/2017 19:33:13	1.1429	0.0479	Dico podo lentamente	1.5942	10.8669	4.6015	24.9229	4.8413	39.0631	9.9119	52.6150	19.2087	58.2821	30.3636	58.7048	38.0902	51.7491	39.4459	45.4007	42.4072	40.2976	45.3124	35.5893	48.7475	30.6567	99.8889	21.1603	137.5134	16.8940	136.6872	29.6292	137.5134	16.8940
it03	10/06/2017 19:33:13	1.1660	0.0710	Dico podo lentamente	0.0692	14.1343	3.3417	28.6425	3.1944	41.9379	7.7557	53.3554	16.7399	59.2729	27.2126	60.7862	34.9406	53.4494	37.5606	49.1853	40.1388	45.4892	43.0337	39.8448	45.4412	33.4322	99.8596	20.9962	138.9615	16.5470	137.2659	29.5961	138.9615	16.5470
it03	10/06/2017 19:33:13	1.1891	0.0941	Dico podo lentamente	-0.9148	12.0383	1.9940	26.1576	1.4890	39.8855	5.9736	50.9393	12.5274	56.6225	25.2278	57.5620	32.8273	50.7485	34.8749	45.4343	37.4886	41.3031	40.8239	35.7854	43.1426	30.2326	99.5795	22.2852	138.1928	18.1372	136.7759	29.0557	138.1928	18.1372
it03	10/06/2017 19:33:13	1.2122	0.1172	Dico podo lentamente	-6.1311	13.3370	-5.5344	24.8994	-2.6773	39.1021	0.1968	49.4878	6.8357	54.4275	20.5187	55.8724	27.3222	48.3793	29.3088	42.6331	33.0486	38.3717	37.1851	33.6101	41.6237	27.2377	99.3977	23.9242	138.2120	17.3623	137.2968	28.9495	138.2120	17.3623
it03	10/06/2017 19:33:13	1.2352	0.1403	Dico podo lentamente	-5.0616	11.3953	-1.9907	24.5250	-4.1023	38.6293	-0.8644	50.2113	9.5600	52.3689	18.1378	52.0632	25.0528	45.7024	27.2705	39.8168	31.0224	34.3145	34.5158	31.0318	39.1811	25.0168	101.1740	23.6806	137.7523	16.5850	136.8834	26.7862	137.7523	16.5850
it03	10/06/2017 19:33:13	1.2584	0.1634	Dico podo lentamente	-6.6057	12.5781	-5.0601	24.7162	-6.5404	38.8588	0.2400	50.5690	11.3799	51.7647	18.0415	51.5739	25.0493	44.3749	27.9869	37.8572	31.7744	33.8022	34.9502	29.6255	37.1671	25.0665	99.9249	24.1768	137.8057	16.7653	137.7073	27.0160	137.8057	16.7653
it03	10/06/2017 19:33:13	1.2814	0.1865	Dico podo lentamente	-9.4686	11.7820	-6.1816	24.0730	-7.3060	37.4929	-0.1388	50.4102	6.6030	50.3450	15.9979	51.8086	22.6233	42.2372	24.7581	38.3125	31.9258	36.5741	32.1458	32.9696	35.9664	27.5273	99.8033	24.4947	138.1215	16.8608	138.1626	27.4045	138.1215	16.8608
it03	10/06/2017 19:33:13	1.3045	0.2096	Dico podo lentamente	-6.1542	13.4996	-7.7310	26.8420	-8.5862	39.1000	-0.9702	50.2504	6.3730	49.9400	15.4275	50.5047	19.4902	41.5891	22.6191	38.0196	31.4741	36.9057	32.0852	33.0712	35.1134	26.1357	99.4039	26.0530	137.2258	16.6848	137.7628	26.6168	137.2258	16.6848
it03	10/06/2017 19:33:13	1.3276	0.2326	Dico podo lentamente	-6.8338	15.1929	-6.5891	28.6640	-4.2070	40.4222	5.9171	49.5462	9.2978	48.9074	22.9728	48.6578	21.9004	39.9764	25.9742	37.9782	33.5707	35.8753	34.5532	32.7201	37.2290	26.3803	99.2491	26.3862	137.6840	17.6655	138.1584	27.5726	137.6840	17.6655
it03	10/06/2017 19:33:13	1.3507	0.2557	Dico podo lentamente	-8.2818	14.2181	-9.1081	26.8394	-8.9898	38.5928	-0.6621	48.5576	8.2726	48.6623	15.7575	43.9141	20.6727	38.6619	25.8574	35.2659	32.3010	34.4213	35.0506	32.0201	38.0506	25.5246	99.6383	25.4960	137.4283	17.7506	137.7216	27.3867	137.4283	17.7506
