EPG Contact [1,0]	EPG Contact [2,0]	EPG Contact [3,0]	EPG Contact [4,0]	EPG Contact [5,0]	EPG Contact [6,0]	EPG Contact [0,1]	EPG Contact [1,1]	EPG Contact [2,1]	EPG Contact [3,1]	EPG Contact [4,1]	EPG Contact [5,1]	EPG Contact [6,1]	EPG Contact [7,1]	EPG Contact [0,2]	EPG Contact [1,2]	EPG Contact [2,2]	EPG Contact [3,2]	EPG Contact [4,2]	EPG Contact [5,2]	EPG Contact [6,2]	EPG Contact [7,2]	EPG Contact [0,3]	EPG Contact [1,3]	EPG Contact [2,3]	EPG Contact [3,3]	EPG Contact [4,3]	EPG Contact [5,3]	EPG Contact [6,3]	EPG Contact [7,3]	EPG Contact [0,4]	EPG Contact [1,4]	EPG Contact [2,4]	EPG Contact [3,4]	EPG Contact [4,4]	EPG Contact [5,4]	EPG Contact [6,4]	EPG Contact [7,4]	EPG Contact [0,5]	EPG Contact [1,5]	EPG Contact [2,5]	EPG Contact [3,5]	EPG Contact [4,5]	EPG Contact [5,5]	EPG Contact [6,5]	EPG Contact [7,5]	EPG Contact [0,6]	EPG Contact [1,6]	EPG Contact [2,6]	EPG Contact [3,6]	EPG Contact [4,6]	EPG Contact [5,6]	EPG Contact [6,6]	EPG Contact [7,6]	EPG Contact [0,7]	EPG Contact [1,7]	EPG Contact [2,7]	EPG Contact [3,7]	EPG Contact [4,7]	EPG Contact [5,7]	EPG Contact [6,7]	EPG Contact [7,7]	Date Time of recording	Time of sample in recording	Time of sample in annot	Prompt	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue	X0 DLC_HyoidMandible	Y0 DLC_HyoidMandible	X1 DLC_HyoidMandible	Y1 DLC_HyoidMandible	X0 DLC_ShorttendonMandible	Y0 DLC_ShorttendonMandible	X1 DLC_ShorttendonMandible	Y1 DLC_ShorttendonMandible
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.0496	0.2052	Dico pudu lentamente	-8.3709	-9.2718	-13.0210	-5.5684	-22.2519	-10.8120	-26.1114	4.6405	-29.6542	9.4835	-20.6233	19.7545	-6.1284	24.7681	-1.1423	23.7259	2.1823	23.9023	9.6030	22.9802	14.2264	21.3033	103.5056	54.3856	127.0653	30.5135	124.9491	39.5145	127.0653	30.5135
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.0730	0.2286	Dico pudu lentamente	8.5155	7.0224	10.0296	35.8860	8.6697	37.6671	12.7405	40.0221	25.0799	49.2051	32.5294	46.7935	38.5264	41.8639	42.8953	38.2395	44.4574	35.3474	45.4588	32.8173	46.9246	28.5940	80.9833	27.5593	126.5445	28.0099	124.7873	37.3603	126.5445	28.0099
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.0964	0.2520	Dico pudu lentamente	-5.4850	-0.0119	-13.7818	15.6733	-16.6224	22.1459	-15.6256	34.3818	-3.6657	36.1521	3.8872	41.1149	14.0212	41.4483	19.8769	37.7163	22.3221	35.8137	25.5828	30.6329	27.6840	28.8175	97.1434	39.7124	126.1516	29.6136	124.5384	38.5318	126.1516	29.6136
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.1198	0.2754	Dico pudu lentamente	-6.7167	-5.5709	-13.7729	1.7748	-30.9126	2.8110	-0.2454	5.9068	2.9199	9.7065	8.2089	13.4157	18.2584	30.2419	19.8394	26.6507	21.6070	26.5684	21.8076	27.0928	24.2039	25.5626	102.0359	39.2596	126.3877	29.5845	124.4277	37.7912	126.3877	29.5845
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.1432	0.2988	Dico pudu lentamente	-1.3286	6.8470	-0.9122	20.9609	-1.1895	27.1825	-6.7978	47.8859	6.1989	54.0612	18.5379	56.0048	29.4928	51.8383	35.4728	45.0623	38.5114	42.5484	42.4450	37.9163	46.9087	34.1625	90.2956	27.7942	126.1420	27.7558	124.5573	36.9732	126.1420	27.7558
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.1666	0.3223	Dico pudu lentamente	-13.9893	2.4952	-5.7866	28.9597	-12.0203	40.2642	-6.2341	48.6663	4.0333	55.5080	17.1112	55.7909	26.9174	49.8734	32.8880	45.6047	37.9694	41.4470	43.4478	38.3192	47.7183	35.6929	90.8903	28.6780	125.1651	28.8897	123.4460	37.3384	125.1651	28.8897
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.1900	0.3457	Dico pudu lentamente	-24.5898	-10.5200	-24.6893	13.8088	-31.7578	20.4157	-30.2619	31.5776	-22.6527	41.4082	-11.8109	47.9239	0.9927	46.2507	5.9598	43.8152	13.5137	42.0333	19.6391	42.4275	25.4408	43.9519	101.8298	36.7175	124.9722	28.7532	122.9700	37.4246	124.9722	28.7532
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.2134	0.3691	Dico pudu lentamente	-11.5764	-9.3197	-27.7414	5.9521	-30.7707	12.9199	-37.2313	21.8824	-30.8932	32.4434	-22.4597	39.4179	-10.1264	40.0907	-1.3374	37.9377	5.3073	38.2804	11.5041	40.4280	13.9162	42.1242	107.5239	39.2750	124.8511	29.1675	122.6363	37.7100	124.8511	29.1675
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.2368	0.3925	Dico pudu lentamente	-0.9891	10.9828	-5.3507	22.1689	-9.0834	32.2286	-6.1153	45.0587	2.6169	53.1138	16.0371	54.9320	26.0405	48.9215	33.2661	44.6509	40.2327	41.5407	45.7693	40.2127	51.4923	40.2787	90.6084	28.0387	125.1715	28.6305	123.1086	36.8599	125.1715	28.6305
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.2602	0.4159	Dico pudu lentamente	-15.5547	-5.3728	-23.5412	-1.6639	-31.9538	5.2785	-36.9082	16.6313	-35.2976	26.5893	-25.0791	36.4189	-12.9736	38.5843	-6.5898	38.4933	-0.2111	39.0986	5.8780	40.3159	11.1008	41.9578	107.8162	39.2571	125.1470	28.1617	123.7971	36.9991	125.1470	28.1617
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.2836	0.4393	Dico pudu lentamente	-3.9956	2.9870	-8.3493	9.6813	-12.8480	18.6107	-13.6790	30.6802	-9.7878	40.4999	3.2714	47.9852	14.7233	48.3171	21.9580	47.3715	28.8633	45.3789	34.3743	43.4567	40.6107	41.5857	88.3148	39.6007	124.5990	27.5739	122.8686	36.2790	124.5990	27.5739
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.3070	0.4627	Dico pudu lentamente	-15.0189	-3.3400	-22.9197	7.4421	-27.7399	16.7595	-28.7676	29.5595	-22.8028	39.8169	-10.8158	47.1503	2.1995	48.9026	8.9872	48.9899	15.4199	48.4185	22.0236	48.0323	27.8180	47.2028	100.5274	35.0727	124.9008	27.2842	122.9160	36.0446	124.9008	27.2842
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.3305	0.4862	Dico pudu lentamente	-12.6039	6.2769	-10.9615	21.5149	-12.7207	32.3292	-8.6411	43.4058	1.1285	51.5697	13.6522	54.3847	26.8231	53.9121	33.2673	51.8093	39.3768	49.5166	44.5475	47.2453	49.9624	45.0782	91.6250	27.6540	123.8624	27.6046	122.3614	36.7520	123.8624	27.6046
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.3539	0.5095	Dico pudu lentamente	-7.3012	9.0433	-4.0042	23.1034	-3.2931	32.9390	1.2523	44.6458	11.4816	53.1700	25.1678	55.6197	37.8047	52.6217	44.7216	50.4645	50.3274	47.9442	55.8836	45.8241	61.3569	43.6749	85.3539	23.4047	125.1124	27.4449	123.1150	36.5025	125.1124	27.4449
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.3773	0.5330	Dico pudu lentamente	-4.4028	9.8872	-2.3262	21.9877	-0.3505	31.9414	5.6568	42.9114	12.8430	50.6898	26.4443	53.8452	38.3322	51.4989	44.2235	48.8966	49.1525	45.9230	54.0967	43.4162	58.8815	41.3133	85.6909	23.6409	124.1194	28.3355	121.6398	37.1540	124.1194	28.3355
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:02	1.4007	0.5564	Dico pudu lentamente	-2.5471	8.8092	1.6264	20.5892	4.2681	31.5264	11.0834	42.5043	17.9357	50.2550	30.3043	53.8947	42.0580	50.6830	46.7923	48.1063	51.5439	45.6857	57.0339	43.2704	62.5521	40.8501	84.1126	22.2294	123.6901	28.7195	121.5067	37.3450	123.6901	28.7195
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.8089	0.0040	Dico pata lentamente	14.8476	11.2875	19.1889	20.4723	19.4150	22.0275	24.3651	17.8299	38.2767	17.3413	38.6464	62.9414	41.7782	61.1197	42.8196	59.3668	50.2796	52.7155	53.0081	51.1798	57.1731	46.7444	82.1721	27.6751	124.3424	29.7861	121.8227	36.9660	124.3424	29.7861
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.8324	0.0274	Dico pata lentamente	7.0813	9.6325	7.5101	17.4257	7.9156	22.8566	21.5399	28.2056	45.9920	2.5106	-4.9034	26.8519	3.9596	26.0892	15.4602	26.3928	45.4892	4.4804	45.9020	6.8772	54.7510	16.1743	84.4016	27.5820	124.5431	28.6122	122.3293	36.2769	124.5431	28.6122
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.8558	0.0508	Dico pata lentamente	12.1611	11.3456	11.0139	17.1399	17.5216	22.7405	23.9169	25.3120	36.5480	4.4714	2.3756	26.3875	17.7127	26.1305	18.0333	25.4192	36.9440	4.9354	43.7793	6.8664	41.6939	7.5791	82.3527	26.4906	125.0665	28.7270	123.2494	35.3909	125.0665	28.7270
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.8792	0.0742	Dico pata lentamente	4.2901	6.4693	4.7446	9.0582	5.5769	24.8915	4.4831	27.5365	25.1392	29.6127	-3.2222	27.0235	37.3198	-5.8556	39.3041	7.5097	50.4490	23.9347	44.7283	8.7107	58.8508	24.8931	81.5670	26.7470	125.3330	27.0859	123.3544	34.5098	125.3330	27.0859
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.9026	0.0977	Dico pata lentamente	5.0178	8.3821	-0.9033	23.7918	-3.6975	35.5483	-2.7708	49.3211	5.8043	58.3437	20.1862	60.6201	33.0800	53.9319	36.3988	48.8614	40.3738	44.8493	44.3510	40.6923	47.7564	36.4865	81.5764	26.9950	125.6271	26.2304	124.3135	35.0627	125.6271	26.2304
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.9260	0.1211	Dico pata lentamente	4.3012	14.4910	2.0893	23.0075	-3.8079	32.5385	-3.2314	44.2774	4.5954	52.9206	18.6893	55.6558	29.5387	47.4182	33.4037	42.1995	38.1375	38.7039	43.6111	35.5948	47.4150	32.2038	82.4399	28.4107	125.5884	26.8554	124.7195	35.1616	125.5884	26.8554
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.9494	0.1444	Dico pata lentamente	-14.1936	-6.7328	-16.1448	7.8124	-20.6228	16.1442	-23.0646	27.0144	-19.2366	37.8543	-8.3760	44.1492	3.8222	42.9853	9.2473	41.1693	14.6125	39.8214	20.4092	38.1128	25.0149	36.6401	94.6580	35.3040	125.6515	26.6299	123.6706	35.0588	125.6515	26.6299
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.9728	0.1679	Dico pata lentamente	-6.4484	0.2288	-14.0147	3.4866	-21.9992	10.4133	-24.3469	20.2975	-19.3655	29.9804	-9.1108	35.9492	2.9759	36.2784	8.3734	34.8155	13.5074	34.1384	19.2783	33.3700	23.2161	32.5464	96.6544	39.9789	124.8286	27.4755	123.5095	35.4971	124.8286	27.4755
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	0.9962	0.1913	Dico pata lentamente	-10.2961	-5.1402	-15.2882	2.6624	-20.4728	10.9960	-21.8425	22.6681	-16.2964	32.3448	-4.9581	38.3152	7.5983	38.4297	13.6767	37.1971	19.2245	36.2046	25.2145	35.3003	29.7656	33.9328	92.6072	38.4919	123.7818	27.9847	123.0059	36.2457	123.7818	27.9847
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.0196	0.2147	Dico pata lentamente	-3.9444	8.1877	-4.7661	18.0842	-4.7417	27.7710	-0.8448	37.9866	7.3653	45.7168	20.1082	48.4042	32.0476	45.5355	37.8920	43.1807	43.1285	40.5631	47.9953	38.0048	53.5016	35.9041	80.8219	26.7998	123.1336	27.6097	122.5638	35.6522	123.1336	27.6097
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.0430	0.2381	Dico pata lentamente	-5.4579	9.7042	-5.3493	20.3606	-4.0102	30.2868	1.0620	40.7823	9.6712	46.8879	22.1143	49.3586	33.6645	46.0607	39.4289	43.3821	44.1326	40.8223	49.0030	38.4805	55.2281	36.7035	81.4423	25.0481	122.7438	26.7984	121.6275	34.9221	122.7438	26.7984
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.0664	0.2615	Dico pata lentamente	-8.0414	8.8762	-8.5257	19.4886	-6.5428	29.8392	-1.0389	39.1617	7.4951	45.8206	19.1109	47.7261	30.6438	44.8783	36.5492	42.9176	41.8813	41.3861	48.0558	39.6078	54.3879	37.5731	82.7532	26.0206	122.3593	26.5453	121.1765	34.6811	122.3593	26.5453
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.0898	0.2849	Dico pata lentamente	-9.3794	9.0735	-10.6111	19.2839	-6.4329	29.1093	0.0853	37.7950	9.3124	44.0767	20.1760	46.5958	32.1823	44.1888	38.7518	42.7460	44.6866	40.8374	51.0568	39.6831	57.5891	38.9610	82.8104	25.3403	122.6945	27.1051	121.0741	35.3549	122.6945	27.1051
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.1132	0.3083	Dico pata lentamente	-6.8084	6.6733	-8.9727	17.1800	-6.2594	27.4035	0.9229	36.2096	8.2722	42.3176	18.2129	45.2718	29.8767	44.2323	35.6603	42.7277	42.1013	41.1112	49.9839	40.5823	54.7920	40.0425	83.9595	26.3037	123.3165	26.9796	121.1453	34.9969	123.3165	26.9796
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.1367	0.3317	Dico pata lentamente	-9.0495	7.0077	-9.6584	16.8900	-7.9716	26.8690	-0.6706	35.4951	7.0275	42.0913	17.6067	44.9219	28.9992	43.7998	34.5224	42.9028	39.5694	41.4883	45.7871	39.8550	51.7320	38.6736	85.8949	27.0020	123.2470	27.0121	120.8438	35.4193	123.2470	27.0121
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.1601	0.3552	Dico pata lentamente	-8.4413	6.8974	-10.4412	16.0313	-7.7542	26.6256	-0.8031	35.0115	7.4798	41.0270	17.2514	44.4473	28.6895	43.3951	34.2019	42.1981	39.4732	41.5788	45.6386	41.2380	51.9995	40.7627	84.2162	27.0502	123.2452	26.3622	121.1302	34.9124	123.2452	26.3622
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.1835	0.3785	Dico pata lentamente	-7.6413	7.1224	-9.3282	17.3236	-7.5398	27.8366	-1.1278	37.4089	7.0280	42.8591	17.8431	45.3806	29.5558	44.4417	35.0298	43.1565	41.0677	42.3155	47.1250	40.8718	53.7559	40.4632	84.5703	26.6527	123.2213	26.6621	121.1423	35.0253	123.2213	26.6621
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.2069	0.4019	Dico pata lentamente	-10.9619	7.4281	-13.0615	19.1535	-10.7608	29.3765	-3.2962	39.1787	5.5246	45.1974	16.9762	48.4870	29.0096	47.0478	35.1014	45.7681	40.9740	43.8042	46.4484	42.3836	52.1748	40.2718	86.4921	26.1042	123.4905	26.2089	121.5959	35.0558	123.4905	26.2089
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.2303	0.4254	Dico pata lentamente	-12.6613	9.5433	-12.8686	20.7692	-10.0216	31.2845	-3.5506	40.2420	5.7025	46.4741	18.1391	48.9191	27.4821	49.0921	33.9474	47.2631	39.3950	44.5272	44.5771	42.5335	49.3863	40.0174	86.2478	28.4300	123.0998	26.9691	121.3581	35.8087	123.0998	26.9691
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.2537	0.4488	Dico pata lentamente	-11.2004	10.0005	-10.9875	22.3214	-5.7724	32.1479	0.7062	41.9565	8.7125	49.3553	20.8342	53.3813	32.3118	53.0953	38.3908	50.8383	43.7822	48.2674	48.7194	46.6806	53.7866	44.5964	84.4548	26.9333	123.7012	26.4930	122.0109	36.0120	123.7012	26.4930
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.2771	0.4722	Dico pata lentamente	-7.0003	9.8849	-6.4693	21.8173	-2.2137	32.5220	3.3483	42.8635	12.2503	51.3540	23.7843	54.9122	36.6969	55.1064	43.1957	53.6165	48.8292	50.4686	53.9426	48.1141	58.5249	45.4047	83.0567	26.2551	123.7432	26.4483	122.0855	35.9267	123.7432	26.4483
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.3005	0.4956	Dico pata lentamente	-8.1247	10.0498	-6.5169	22.9600	-0.8290	34.3855	6.3864	44.7560	17.1774	52.7859	28.9950	58.6153	41.9332	56.5610	47.2256	53.3966	52.2018	50.6882	57.2723	47.3156	60.6692	43.5795	83.6974	26.0501	124.3019	26.8703	122.5831	36.0651	124.3019	26.8703
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.3239	0.5190	Dico pata lentamente	-5.5071	9.1678	-3.8660	20.0003	0.5498	29.8170	6.4690	40.3800	14.8208	50.5019	27.3086	56.8460	40.4129	55.3874	45.8042	52.2557	50.7134	50.3135	55.4081	48.1003	61.2466	45.2964	82.5390	27.4351	123.5150	28.0193	121.5157	37.2662	123.5150	28.0193
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:06	1.3474	0.5424	Dico pata lentamente	-4.2224	9.7899	-2.6434	20.5872	1.4332	30.5849	6.3294	40.4040	13.8950	50.7304	24.3560	58.0313	38.9797	58.3995	45.1594	56.0531	50.2511	53.5665	55.7694	50.6890	60.0703	47.3714	83.1584	26.5807	124.0046	26.3744	122.5450	35.8956	124.0046	26.3744
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2018 13:22:10	0.8777	0.0159	Dico pugu lentamente	5.0316	7.5360	8.1491	17.5480	10.0627	23.3935	10.8784	24.8303	32.4301	3.5402	0.0748	28.5309	3.9171	27.9685	35.3404	5.1381	34.1151	4.3888	40.5236	6.0182	38.3565	7.3604	85.5215	27.0581	124.9904	29.0923	122.2535	36.1497	124.9904	29.0923
