Client family name	Date Time of recording	Time of sample in recording	Time of sample in annot	Prompt	X0 Spline 1	Y1 Spline 1	X1 Spline 1	Y2 Spline 1	X2 Spline 1	Y3 Spline 1	X3 Spline 1	Y4 Spline 1	X4 Spline 1	Y5 Spline 1	X5 Spline 1	Y6 Spline 1	X6 Spline 1	Y7 Spline 1	X7 Spline 1	Y8 Spline 1	X8 Spline 1	Y9 Spline 1	X9 Spline 1	Y10 Spline 1	X10 Spline 1	Y11 Spline 1	X11 Spline 1	Y12 Spline 1	X12 Spline 1	Y13 Spline 1	X13 Spline 1	Y14 Spline 1	X14 Spline 1	Y15 Spline 1	X15 Spline 1	Y16 Spline 1	X16 Spline 1	Y17 Spline 1	X17 Spline 1	Y18 Spline 1	X18 Spline 1	Y19 Spline 1	X19 Spline 1	Y20 Spline 1	X20 Spline 1	Y21 Spline 1	X21 Spline 1	Y22 Spline 1	X22 Spline 1	Y23 Spline 1	X23 Spline 1	Y24 Spline 1	X24 Spline 1	Y25 Spline 1	X25 Spline 1	Y26 Spline 1	X26 Spline 1	Y27 Spline 1	X27 Spline 1	Y28 Spline 1	X28 Spline 1	Y29 Spline 1	X29 Spline 1	Y30 Spline 1	X30 Spline 1	Y31 Spline 1	X31 Spline 1	Y32 Spline 1	X32 Spline 1	Y33 Spline 1	X33 Spline 1	Y34 Spline 1	X34 Spline 1	Y35 Spline 1	X35 Spline 1	Y36 Spline 1	X36 Spline 1	Y37 Spline 1	X37 Spline 1	Y38 Spline 1	X38 Spline 1	Y39 Spline 1	X39 Spline 1	Y40 Spline 1	X40 Spline 1	Y41 Spline 1	X41 Spline 1	Y42 Spline 1	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue	X0 DLC_HyoidMandible	Y0 DLC_HyoidMandible	X1 DLC_HyoidMandible	Y1 DLC_HyoidMandible
it13	19/02/2018 15:33:40	0.6704	0.0050	Dico paca lentamente																																																																																					61.3909	39.1932	66.4562	47.4156	69.2179	58.2279	75.1154	66.8863	82.9115	72.0212	92.3048	70.8081	99.2216	64.0014	100.3086	58.8177	101.9751	55.1843	104.1717	52.0119	105.9268	47.2544	62.6301	31.6432	88.2952	20.0815
it13	19/02/2018 15:33:40	0.6853	0.0199	Dico paca lentamente																																																																																					62.4441	39.3676	65.3546	53.5301	69.1251	64.8604	76.4418	70.3621	84.4948	72.8277	91.3914	71.2099	97.6254	64.3109	99.1669	60.3288	100.3038	57.0696	102.8735	53.8495	104.0762	50.6423	66.3181	32.2954	94.7084	28.9419
it13	19/02/2018 15:33:40	0.7002	0.0348	Dico paca lentamente																																																																																					60.6393	39.5176	64.2962	48.9246	66.4468	60.5150	73.0842	69.4066	82.2573	72.9447	91.3654	71.5883	97.5857	65.2459	99.1443	60.7672	100.3149	56.7860	102.7291	53.3743	104.1372	48.7408	58.7224	32.4832	91.2546	21.9245
it13	19/02/2018 15:33:40	0.7151	0.0497	Dico paca lentamente																																																																																					63.6373	38.3958	66.9742	47.7089	65.8640	60.4526	74.0489	70.4539	83.3411	72.5691	87.8240	72.6113	94.8128	65.4984	96.7712	61.1107	97.5297	57.9248	99.6247	53.7209	102.1837	50.1059	57.3940	32.1382	93.3782	28.1891
it13	19/02/2018 15:33:40	0.7300	0.0646	Dico paca lentamente																																																																																					60.2352	39.8742	63.0859	50.7418	65.1976	61.0526	72.1835	69.3418	81.5455	72.8121	87.7810	71.5071	94.1831	63.9580	95.4890	59.0300	96.8504	55.3558	99.1732	51.5200	102.8591	46.8763	57.0660	32.7868	87.5117	19.7399
it13	19/02/2018 15:33:40	0.7449	0.0795	Dico paca lentamente																																																																																					58.2283	39.4353	61.9244	48.7725	65.1169	59.4248	71.0973	68.0349	78.0855	73.8627	87.4161	72.1420	93.0452	63.8673	94.6830	58.6598	96.4078	54.3441	99.3577	50.5303	102.4504	46.0166	57.0435	34.5153	87.4688	22.2943
it13	19/02/2018 15:33:40	0.7597	0.0944	Dico paca lentamente																																																																																					58.7724	38.9015	61.6996	47.5784	64.2929	58.2094	68.6905	66.7060	75.8127	72.4258	85.1852	70.7693	91.0042	61.8622	92.0761	57.0635	94.8617	53.6389	98.2912	49.1863	101.5764	44.9049	59.8396	33.2976	87.7623	24.8975
it13	19/02/2018 15:33:40	0.7746	0.1092	Dico paca lentamente																																																																																					57.4388	39.1178	58.9990	47.0760	62.4072	56.9346	66.7631	65.1363	72.8874	70.9121	82.5625	69.6822	89.2356	60.9903	90.0197	56.7349	93.1408	53.6099	96.8258	50.1432	100.4524	46.5044	59.6992	32.3801	91.1417	30.0876
it13	19/02/2018 15:33:40	0.7895	0.1241	Dico paca lentamente																																																																																					55.3814	38.3245	56.6304	47.0912	59.1007	55.7427	63.9536	64.0324	70.3174	69.8987	79.9662	68.6308	85.9714	60.6576	87.5034	56.3820	90.9059	53.2384	94.5966	50.1954	97.6070	46.4814	57.4518	30.9616	88.3780	29.6773
it13	19/02/2018 15:33:40	0.8044	0.1390	Dico paca lentamente																																																																																					54.0818	37.4222	54.6041	46.9953	56.9555	55.5290	61.5494	63.9164	68.7277	69.3574	78.6046	68.0758	84.5717	60.3272	86.3098	56.0789	89.1482	53.4575	93.8205	50.3502	96.8411	46.8866	57.8817	28.5140	100.3670	34.5049
it13	19/02/2018 15:33:40	0.8193	0.1539	Dico paca lentamente																																																																																					54.1893	38.1068	54.2578	47.0345	56.1782	56.2615	61.0688	64.0371	68.2386	68.8221	77.7727	67.5317	84.5602	58.8592	86.7998	53.6091	90.7426	51.1892	94.7635	47.3847	97.1426	43.7273	56.4482	30.0274	96.9301	31.3109
it13	19/02/2018 15:33:40	0.8341	0.1688	Dico paca lentamente																																																																																					53.6336	38.6640	52.8810	48.1457	55.7177	56.6465	61.0291	63.9838	68.3377	68.5263	78.1762	66.7568	83.9017	58.1421	85.7220	54.4032	90.3749	51.6732	94.4474	48.5041	97.8570	45.5104	56.4867	29.8908	87.7199	29.2439
it13	19/02/2018 15:33:40	0.8490	0.1836	Dico paca lentamente																																																																																					51.4389	37.8368	51.5689	47.2021	54.8594	55.4612	60.3552	62.5817	68.2452	67.8084	77.5914	66.5041	84.3833	59.4047	86.6577	55.6122	89.8932	52.8942	93.4315	49.2232	96.7011	46.1997	56.3540	30.4408	89.2094	30.4322
it13	19/02/2018 15:33:40	0.8639	0.1985	Dico paca lentamente																																																																																					51.1230	37.5000	52.4126	46.4571	55.1333	55.3463	61.4487	63.1545	69.7106	67.2827	79.1929	64.3053	85.6841	56.5219	89.4505	52.9147	92.6502	51.0351	95.2327	48.5516	101.1111	46.0103	56.1879	29.8975	94.3354	30.9003
it13	19/02/2018 15:33:40	0.8788	0.2134	Dico paca lentamente																																																																																					49.9416	37.2603	51.0144	46.4526	55.0963	55.3952	61.9871	62.2233	70.6979	66.2730	80.3997	62.2390	87.8226	53.5629	91.6079	51.1988	95.5171	49.3244	101.4643	45.9787	105.1501	42.1465	56.1007	30.5140	89.2438	24.5951
it13	19/02/2018 15:33:40	0.8937	0.2283	Dico paca lentamente																																																																																					50.2648	36.2301	50.6637	45.5142	54.7315	54.8102	61.3901	61.1189	70.1637	65.0316	80.6402	61.5796	88.3038	52.9635	92.7237	51.3573	97.2568	48.7081	101.3447	46.0840	105.2227	42.7369	56.5410	29.7250	90.0832	25.2108
it13	19/02/2018 15:33:40	0.9086	0.2432	Dico paca lentamente																																																																																					49.7853	36.3125	50.8978	44.9958	54.6297	53.6841	60.9661	60.2926	70.2001	64.2219	80.6588	61.2230	87.0904	53.3347	91.7466	52.0108	96.2661	49.1339	99.4436	47.6311	104.2062	45.5227	57.9024	28.6550	89.3345	25.0704
it13	19/02/2018 15:33:40	0.9234	0.2581	Dico paca lentamente																																																																																					50.0982	36.1762	50.8328	44.9610	54.4441	53.3912	60.8225	60.2977	69.5193	64.0188	79.0592	61.2637	85.7829	55.3565	90.5365	52.9611	93.9310	51.5739	97.7728	48.4211	101.6365	45.6509	56.5264	30.5779	88.2006	24.8387
it13	19/02/2018 15:33:40	0.9383	0.2729	Dico paca lentamente																																																																																					49.9130	38.5415	50.6182	47.8896	54.6189	55.5248	62.4274	61.5963	71.7018	64.0266	81.9163	59.3126	89.7817	51.3819	94.2651	50.3263	98.2979	47.5824	102.6833	45.0268	106.6993	42.0545	58.0867	31.8295	88.9381	24.4652
it13	19/02/2018 15:33:40	0.9532	0.2878	Dico paca lentamente																																																																																					49.5119	37.9541	50.0520	46.9989	53.7422	54.4765	61.2595	60.7146	70.9389	63.6909	81.0626	59.7950	88.8962	52.2028	93.1707	51.0101	97.4146	48.2046	101.9088	45.7701	105.3194	42.3660	59.0561	33.5849	88.4476	22.0763
it13	19/02/2018 15:33:40	0.9681	0.3027	Dico paca lentamente																																																																																					53.4789	38.5891	52.6238	47.2199	54.4001	54.9727	61.1678	61.1573	71.2418	63.5384	81.3456	60.2927	90.0134	52.5032	94.4239	50.9555	97.9448	48.9222	102.0664	46.1543	105.4083	42.4682	62.3155	34.8211	90.0850	23.7052
it13	19/02/2018 15:33:40	0.9830	0.3176	Dico paca lentamente																																																																																					55.1669	38.0912	53.4588	47.1719	54.8771	56.0673	62.8084	61.9754	73.3529	64.3981	83.8120	59.3893	92.1631	52.7797	96.2344	50.7052	100.3885	48.1473	104.9026	45.4859	108.4726	41.5316	59.7632	32.1016	90.3515	22.8879
it13	19/02/2018 15:33:40	0.9979	0.3325	Dico paca lentamente																																																																																					51.7863	38.3093	51.0809	47.6073	55.2055	56.2805	63.5368	61.9784	73.7395	64.3931	83.7897	59.8061	91.7232	52.3344	95.9669	50.9826	100.0079	48.2756	104.6374	45.7015	108.0122	42.1818	58.9432	33.0162	88.3880	19.6085
it13	19/02/2018 15:33:40	1.0127	0.3474	Dico paca lentamente																																																																																					53.1760	40.9448	52.3405	48.9835	56.2533	57.6876	64.4275	62.0590	73.9908	64.9587	84.1415	60.4058	91.7332	53.0476	95.9787	51.6247	99.0829	50.2499	101.8358	48.2929	106.7522	44.6803	59.2841	33.4124	94.0401	24.2620
it13	19/02/2018 15:33:40	1.0276	0.3622	Dico paca lentamente																																																																																					57.6395	39.4831	54.8268	49.9757	58.2025	58.6771	66.2584	63.2052	76.1677	65.2303	84.9553	60.9996	92.6625	53.0212	96.4033	51.2824	100.1845	48.7682	104.4914	46.3236	107.7740	42.9081	60.3884	32.2764	93.0392	21.2088
it13	19/02/2018 15:33:40	1.0425	0.3771	Dico paca lentamente																																																																																					54.2497	39.3486	52.6929	48.1015	55.8312	56.9711	63.6969	62.6110	73.7455	66.1818	83.9988	62.3315	92.9179	53.7473	96.5238	51.2962	99.7217	49.0288	104.6215	46.5091	108.9245	43.4578	61.4805	33.9186	90.4256	23.0336
it13	19/02/2018 15:33:40	1.0574	0.3920	Dico paca lentamente																																																																																					56.1500	39.4405	53.1150	48.9741	57.0433	58.2616	64.4174	64.2693	74.6249	68.0992	84.9694	65.4565	91.6932	56.3510	95.3992	52.6076	99.2753	50.5259	102.0466	47.8534	107.5342	45.0668	59.9825	34.0808	91.1388	24.2053
it13	19/02/2018 15:33:40	1.0723	0.4069	Dico paca lentamente																																																																																					52.5113	40.0209	52.3208	49.7263	57.2904	59.2945	65.0581	65.4922	74.8699	70.1140	84.7576	68.0469	92.0635	58.2383	95.0541	53.4224	98.4586	50.9362	101.2054	48.3758	106.5770	44.0856	61.3863	35.0153	90.8499	19.7921
it13	19/02/2018 15:33:40	1.0872	0.4218	Dico paca lentamente																																																																																					55.0096	41.8672	55.0599	50.0775	58.8830	60.3325	65.8041	67.4231	74.7701	72.7746	84.6019	70.0462	91.8493	60.8661	93.7919	55.7991	97.1044	52.6820	100.3513	49.4999	104.2997	45.6319	61.2824	34.9249	93.0992	21.5935
it13	19/02/2018 15:33:40	1.1020	0.4367	Dico paca lentamente																																																																																					55.9262	43.3793	55.9544	53.2411	60.0330	63.0758	67.7739	71.3583	78.0357	73.6754	87.8213	69.4142	93.2913	59.4809	95.6935	53.9129	99.2056	51.1861	102.4504	48.3268	106.5808	44.0736	59.2194	35.6153	92.4176	20.2051
it13	19/02/2018 15:33:40	1.1169	0.4515	Dico paca lentamente																																																																																					56.5255	42.9230	57.4605	52.6413	61.8830	62.2809	68.4999	70.5980	77.3740	74.0656	86.6671	70.3639	92.7898	62.4264	94.4141	56.9112	97.6960	53.7930	100.9674	50.2356	104.1104	46.2370	60.8246	37.4614	92.1889	21.5770
it13	19/02/2018 15:33:40	1.1318	0.4665	Dico paca lentamente																																																																																					57.8520	40.7937	58.1176	50.4401	62.0539	60.2869	66.8522	68.2408	75.9843	73.2620	85.2463	71.3410	91.7717	62.8262	94.1154	57.2504	97.9962	53.6362	101.3581	50.2712	104.2066	45.9902	61.3178	34.2465	92.4026	21.5474
it13	19/02/2018 15:33:40	1.1467	0.4813	Dico paca lentamente																																																																																					58.0416	41.0967	57.3134	50.9016	62.2860	59.8023	68.2774	67.8603	77.0199	72.1770	86.3679	69.5168	92.9379	60.4339	95.5064	55.3785	98.1130	52.6318	100.7878	49.7786	104.5952	45.7857	62.7111	33.8445	90.4841	22.7462
it13	19/02/2018 15:33:40	1.1616	0.4962	Dico paca lentamente																																																																																					55.2079	40.2021	56.1458	50.0809	60.7980	59.1845	67.2942	66.4949	76.2430	70.1688	85.9690	67.6572	92.7398	59.3965	95.1452	54.5291	98.7669	51.9926	101.5430	48.8618	106.2942	44.8892	61.3351	32.4654	90.1687	19.6864
it13	19/02/2018 15:33:40	1.1765	0.5111	Dico paca lentamente																																																																																					54.1995	40.1825	56.6330	49.8069	60.9949	58.7771	66.9804	66.8643	75.8165	69.5659	85.6087	66.5350	92.4390	58.1699	95.2490	53.8262	98.9982	51.2040	102.3251	48.6022	107.1676	44.8349	60.9528	34.0550	92.8444	22.1067
it13	19/02/2018 15:33:40	1.1913	0.5260	Dico paca lentamente																																																																																					55.5430	39.3126	55.2275	48.0896	59.5180	57.5884	66.0215	64.8480	75.3787	68.3804	84.6386	66.3313	91.5824	58.6246	93.9013	55.4261	98.0918	53.0611	101.2530	50.7729	105.4745	47.7988	60.6574	34.6439	92.9051	27.5782
it13	19/02/2018 15:33:40	1.2062	0.5408	Dico paca lentamente																																																																																					56.1880	36.8869	54.8881	46.9246	58.7785	55.6157	65.5557	63.1709	74.2623	67.3500	83.9278	66.0316	91.3521	59.6244	95.2928	57.6598	98.0133	54.4966	101.7215	51.9652	105.8706	49.6993	60.6626	30.9118	92.8570	28.5362
it13	19/02/2018 15:33:40	1.2211	0.5557	Dico paca lentamente																																																																																					55.2991	38.4751	55.2648	47.9556	60.0588	55.4348	67.4772	62.3353	75.8181	66.7061	86.2359	65.3594	95.3780	58.1779	98.6425	54.9609	102.4657	52.4559	107.3904	49.4701	111.6605	46.8888	60.0740	32.2156	94.8949	25.9026
it13	19/02/2018 15:33:40	1.2360	0.5706	Dico paca lentamente																																																																																					57.0094	37.8937	57.1532	47.1521	61.9140	55.3353	67.9271	62.4894	76.0793	67.0366	86.0034	66.6744	94.1512	60.9048	98.1017	57.8924	102.4004	56.1598	107.6350	54.1730	112.0154	51.6881	60.5087	31.0936	94.8906	25.8505
it13	19/02/2018 15:33:40	1.2509	0.5855	Dico paca lentamente																																																																																					53.3783	37.5959	56.3144	46.5002	62.2468	54.8535	68.5196	62.7960	77.3355	67.2346	88.7371	66.7545	96.8223	60.7816	100.7324	57.9864	105.1889	55.6639	109.6540	53.4813	114.5982	51.1181	57.8345	30.9698	95.1791	25.7304
it13	19/02/2018 15:33:40	1.2658	0.6004	Dico paca lentamente																																																																																					52.8789	36.4391	57.1546	44.7222	63.0639	53.1808	68.0826	62.2478	76.8867	67.6640	87.2114	67.2601	95.6503	61.5107	99.4904	58.8529	103.5650	56.9026	107.6656	54.6175	112.1200	52.0888	57.6030	30.0432	94.8621	25.0095
it13	19/02/2018 15:33:40	1.2806	0.6152	Dico paca lentamente																																																																																					55.8259	36.4798	60.0203	44.5883	64.3265	53.3047	68.6122	62.3339	77.0271	67.8599	87.7485	67.8834	95.9979	62.2184	99.7025	59.5293	103.7611	56.8625	107.7708	54.4280	111.1406	51.2341	57.4625	29.3501	94.0760	26.1105
it13	19/02/2018 15:33:40	1.2956	0.6302	Dico paca lentamente																																																																																					56.5442	36.2628	60.3784	44.8341	64.5898	53.6676	68.7255	62.3334	76.3555	68.4740	87.1531	68.4324	95.5647	62.9090	98.8976	59.3892	102.7967	57.4638	106.4083	53.3579	110.0756	49.1667	57.9186	30.3273	93.9191	25.3787
it13	19/02/2018 15:33:40	1.3104	0.6451	Dico paca lentamente																																																																																					54.5149	34.0762	59.5972	43.6702	64.6446	52.6299	69.2332	62.0127	76.9011	67.8290	87.8408	68.8777	96.2966	63.1648	99.2481	58.7092	102.7384	56.0133	107.5357	52.5148	110.8439	47.9454	57.3260	28.8294	87.8980	19.2939
it13	19/02/2018 15:33:40	1.3253	0.6599	Dico paca lentamente																																																																																					54.7730	35.4426	60.2932	43.6702	65.4261	52.7892	69.7916	62.5728	77.5306	68.1364	88.6623	68.6020	97.1575	62.4521	99.8130	58.6383	103.1250	55.9436	107.6861	51.5124	111.0614	47.0537	56.7766	28.8619	87.1666	18.9251
it13	19/02/2018 15:33:40	1.3402	0.6748	Dico paca lentamente																																																																																					55.8175	35.2502	60.7399	44.2676	65.3371	52.9129	70.1887	62.4688	77.6124	67.4892	87.5763	68.0521	95.3298	62.2903	98.3057	59.0386	101.0674	57.1827	104.5495	54.2067	108.3961	49.7819	57.2775	29.0849	86.4675	21.7693
it13	19/02/2018 15:33:40	1.3551	0.6897	Dico paca lentamente																																																																																					55.5490	35.4717	60.8882	44.0812	65.2117	52.6581	70.0684	61.7790	78.4461	66.8371	88.6483	66.3884	96.3216	59.9414	99.4521	57.3827	102.1393	53.6586	104.1432	49.4000	104.4235	44.1589	57.2403	29.1282	86.9626	19.3688
it13	19/02/2018 15:33:44	0.6010	0.0040	Dico pogo lentamente																																																																																					61.3349	36.7901	67.9530	44.5843	70.4923	55.2139	75.3927	64.1416	81.7105	70.1638	91.6940	70.7231	99.0398	63.8818	100.2956	58.4579	102.1801	54.6630	104.6591	51.2004	106.4318	46.6678	60.2544	30.2988	94.3448	24.5804
it13	19/02/2018 15:33:44	0.6159	0.0189	Dico pogo lentamente																																																																																					61.7752	37.9125	67.0581	46.7867	69.0586	57.9417	75.1643	68.1585	83.5336	72.1533	92.4398	70.6436	98.6792	63.3925	99.9330	59.0587	101.4949	55.3451	103.4493	51.9427	105.1367	47.1376	60.3863	30.3222	94.1795	26.9998
it13	19/02/2018 15:33:44	0.6308	0.0338	Dico pogo lentamente																																																																																					62.8033	39.9752	65.1592	50.4388	68.4874	59.5971	75.4021	68.0212	83.6207	71.9915	91.2251	71.0098	97.7298	64.0640	99.2795	59.3142	100.1281	55.3294	102.6068	52.1208	104.9210	47.5197	61.9233	31.5181	94.4960	24.2993
it13	19/02/2018 15:33:44	0.6457	0.0487	Dico pogo lentamente																																																																																					65.4368	39.5401	67.4759	52.3549	69.4569	60.3588	77.0825	69.5679	84.7312	72.3357	90.9446	71.1375	97.3913	64.4602	98.4881	60.1045	99.5810	56.3168	102.0024	52.4734	103.5845	47.8646	59.4513	33.1987	93.9221	23.3286
it13	19/02/2018 15:33:44	0.6605	0.0636	Dico pogo lentamente																																																																																					60.8723	40.5466	64.1507	50.9732	66.9498	60.7172	73.2349	68.8460	81.9590	72.5888	89.4008	71.1152	95.7736	63.5575	96.2475	58.6569	98.0507	54.4233	99.8819	50.2243	103.0945	46.2677	59.1690	33.2973	93.7657	21.7967
it13	19/02/2018 15:33:44	0.6754	0.0785	Dico pogo lentamente																																																																																					58.0720	38.6716	62.6372	48.8785	65.5037	59.7725	71.4736	68.2613	79.8783	72.8538	88.3390	71.0128	94.2747	63.1185	95.3212	58.0880	97.2380	53.5246	99.8804	49.2471	102.6891	46.1027	58.0985	32.0370	87.6787	22.4037
it13	19/02/2018 15:33:44	0.6903	0.0933	Dico pogo lentamente																																																																																					56.2210	38.9249	60.8225	48.2296	64.6917	57.9535	70.1318	66.3656	76.9005	72.4398	86.3100	71.4965	92.3754	63.9814	93.7999	58.9922	95.1449	54.9813	98.4989	51.1266	101.5684	46.7976	57.4369	33.3450	89.1609	25.7739
it13	19/02/2018 15:33:44	0.7052	0.1082	Dico pogo lentamente																																																																																					56.6960	39.7405	59.8134	48.4767	62.8313	57.8987	67.9038	65.7939	74.5517	72.4728	83.7250	70.8846	90.0800	63.1932	91.5394	58.2444	93.8898	54.6307	97.0637	50.8225	100.0035	46.4135	56.5511	32.6830	93.9167	29.4732
it13	19/02/2018 15:33:44	0.7200	0.1231	Dico pogo lentamente																																																																																					55.2891	39.7675	56.4533	48.9385	60.0098	57.8209	66.1301	65.4767	72.3472	71.4397	82.0477	69.5071	88.4034	61.2639	89.0446	56.3981	91.8456	52.4801	95.9682	48.3474	98.9519	45.2916	57.8104	30.6958	99.5466	33.3894
it13	19/02/2018 15:33:44	0.7350	0.1380	Dico pogo lentamente																																																																																					53.8312	38.4286	54.2541	47.3303	57.6075	56.0426	63.4467	63.6881	69.4390	69.6832	79.1451	69.0799	84.6643	59.7814	85.9608	55.4431	89.6538	52.0233	92.9266	48.5871	96.4027	45.7059	56.5572	31.8062	94.5925	31.9052
it13	19/02/2018 15:33:44	0.7498	0.1529	Dico pogo lentamente																																																																																					51.8345	37.9077	52.9735	46.9821	56.6167	56.0679	62.8524	63.4997	68.7779	69.0196	78.3512	67.7612	84.3995	59.0231	85.7234	54.8228	89.6006	51.6480	93.2180	48.1318	96.9993	45.5677	57.7018	29.8957	97.1833	33.5788
it13	19/02/2018 15:33:44	0.7647	0.1678	Dico pogo lentamente																																																																																					51.4328	37.2748	52.9128	46.5074	55.8683	55.9304	62.0143	63.0600	68.7744	68.5478	79.1964	67.4049	84.6912	58.2139	87.1724	53.6686	90.9344	51.1411	94.6185	48.0705	97.8364	45.5308	58.0985	30.1285	97.7540	33.6680
it13	19/02/2018 15:33:44	0.7796	0.1826	Dico pogo lentamente																																																																																					51.1303	37.8377	52.5494	46.4548	55.3649	56.2139	61.3042	63.0347	68.4412	68.0377	78.5593	66.5139	84.0527	57.9314	86.6766	53.2567	90.0578	51.0785	93.1424	48.4551	97.2213	45.6311	58.2941	30.6571	99.5448	33.7270
it13	19/02/2018 15:33:44	0.7945	0.1975	Dico pogo lentamente																																																																																					50.1966	36.0355	52.4052	45.4568	55.6716	54.8344	61.3897	62.3109	68.7796	67.1863	78.6938	64.8255	84.1463	57.1553	86.6358	52.9099	90.6351	50.5010	94.2206	47.6231	97.6097	44.5315	57.3394	29.0327	96.2426	30.9852
it13	19/02/2018 15:33:44	0.8094	0.2124	Dico pogo lentamente																																																																																					51.1084	36.3384	52.8015	45.6153	55.0316	54.9068	61.3573	61.6398	68.9252	66.5550	77.5761	63.8959	83.5824	55.7553	86.5051	51.5729	90.5683	49.7307	94.6200	47.2573	97.4422	44.3570	57.0335	29.0423	91.4764	28.8741
it13	19/02/2018 15:33:44	0.8243	0.2273	Dico pogo lentamente																																																																																					50.6771	36.0818	51.9783	45.1351	54.2540	54.3873	60.1916	61.2769	68.5863	66.2727	77.3352	62.8707	83.0883	55.2325	85.6126	51.3065	89.9255	50.0762	94.2432	47.7167	96.9386	44.8103	57.3692	28.7612	97.0847	33.6468
it13	19/02/2018 15:33:44	0.8391	0.2422	Dico pogo lentamente																																																																																					49.3087	35.2348	51.3572	44.1547	53.5302	54.0564	59.5904	60.8336	67.3431	66.2536	76.7503	63.8987	82.3614	56.0344	85.1217	51.7002	89.5048	49.6583	94.1883	46.9534	97.2547	43.6141	56.9012	27.6520	95.4434	30.9985
it13	19/02/2018 15:33:44	0.8540	0.2571	Dico pogo lentamente																																																																																					49.3861	35.4846	50.3604	44.4615	52.9778	53.8967	59.1777	60.7125	66.4591	65.9714	76.0452	63.2390	81.9661	55.6696	84.8805	51.3238	89.8857	49.5448	94.3727	47.0898	97.0242	44.0155	57.2405	28.2698	96.8533	31.2959
it13	19/02/2018 15:33:44	0.8689	0.2719	Dico pogo lentamente																																																																																					51.0490	36.3201	51.1570	44.1395	52.8476	53.5926	58.7064	60.4970	65.7548	65.9011	75.5607	64.2270	81.5413	56.5150	84.1378	51.6510	88.3473	49.7787	93.4049	47.5040	96.6297	43.7513	57.9561	28.9611	89.3952	25.3567
it13	19/02/2018 15:33:44	0.8838	0.2868	Dico pogo lentamente																																																																																					51.1068	35.3256	50.4970	43.9281	52.8079	53.3294	58.4683	60.2719	65.1019	66.0759	74.8060	65.0847	80.3374	57.5708	82.1588	53.4596	86.6671	52.0491	90.6956	50.0804	94.8459	47.1608	57.1405	29.9928	89.9978	30.8338
it13	19/02/2018 15:33:44	0.8987	0.3017	Dico pogo lentamente																																																																																					49.4925	36.8640	49.4639	45.4229	52.3732	54.2739	58.4669	61.2850	65.1852	66.9098	75.4164	65.0274	81.1134	57.4320	83.7126	52.9191	88.7616	50.8617	92.4365	48.5297	96.5985	45.0550	55.7789	31.0758	89.6615	24.8967
it13	19/02/2018 15:33:44	0.9136	0.3166	Dico pogo lentamente																																																																																					48.6713	37.8338	49.7771	46.7158	53.4102	56.1956	59.7872	62.7257	67.5965	67.4536	76.8998	65.2250	82.3299	57.2086	84.8132	53.3816	89.4846	50.4305	94.0139	47.9206	98.1050	45.3370	55.5855	32.3929	89.7952	25.3582
it13	19/02/2018 15:33:44	0.9284	0.3315	Dico pogo lentamente																																																																																					50.4517	36.7291	50.0150	46.0098	52.7986	54.6846	59.1433	61.7697	66.2720	67.2848	76.4104	65.5884	82.0450	56.9325	84.9432	52.7027	89.5836	50.3819	93.8860	47.7496	97.8515	44.8434	56.5363	31.8424	89.4595	24.7600
it13	19/02/2018 15:33:44	0.9433	0.3464	Dico pogo lentamente																																																																																					50.6748	37.9774	50.1954	47.4656	53.9164	56.3424	60.8188	62.6224	68.4499	67.6489	78.3648	65.3871	83.6387	56.8095	86.2757	52.3155	91.3520	49.9804	95.6557	47.4110	100.5814	43.1090	56.8998	32.3080	89.4960	24.5030
it13	19/02/2018 15:33:44	0.9582	0.3612	Dico pogo lentamente																																																																																					51.2925	37.8325	51.2682	46.9427	54.3149	56.5029	60.2847	63.3174	68.4542	67.5774	78.5685	65.9386	84.4681	56.6911	87.8863	52.3721	91.4721	49.8985	96.6069	47.3838	100.2644	43.9611	58.4684	31.5248	90.1579	24.4064
it13	19/02/2018 15:33:44	0.9731	0.3762	Dico pogo lentamente																																																																																					50.9914	38.2761	52.1662	47.1879	55.1714	56.8505	61.0136	64.4868	69.2309	68.6807	78.9497	66.7855	85.2459	57.5208	88.1266	52.6153	91.6935	50.1917	94.8832	47.6386	100.5815	43.8532	56.8941	32.4580	90.9764	23.8953
it13	19/02/2018 15:33:44	0.9880	0.3910	Dico pogo lentamente																																																																																					51.9700	39.8116	52.3056	48.9866	56.4350	58.5612	61.8887	66.4280	69.9040	70.0951	80.1017	67.9317	86.3462	58.2121	88.9607	53.9394	92.3720	51.8333	95.2095	49.1325	98.9136	45.6890	54.9353	36.1635	90.2168	25.0776
